 
System ID, System Name, AUT,  BL,  D,  DB,  EBD,  HH,  MID,  MoID, OHI,  OI,  PID,  SDD,  SI,  SID,  SLD,  TBI,  VI 
"649","Early County","12","*","*","*","16","*","47","14","29","*","*","30","56","*","47","*","*"
"650","Echols County","*","*","*","*","*","*","*","*","*","*","*","*","16","*","26","*","*"
"651","Effingham County","154","*","*","*","71","*","52","31","447","*","*","318","301","*","430","*","*"
"652","Elbert County","21","*","*","*","10","*","18","15","85","*","*","69","72","*","94","*","*"
"653","Emanuel County","40","*","*","*","24","*","61","12","165","*","*","99","75","*","107","*","*"
"654","Evans County","18","*","*","*","*","*","*","*","15","*","*","38","37","*","72","*","*"
"655","Fannin County","48","*","*","*","26","*","18","14","56","*","*","54","45","*","151","*","*"
"656","Fayette County","223","*","*","*","77","22","53","38","395","*","*","147","308","11","735","*","*"
"657","Floyd County","156","*","*","*","76","*","54","25","252","*","*","149","313","*","322","*","*"
"658","Forsyth County","691","*","17","*","158","39","121","78","988","23","*","700","1882","31","1684","*","10"
"659","Franklin County","36","*","*","*","21","*","28","10","59","*","*","95","80","*","176","*","*"
"660","Fulton County","1232","13","13","*","474","92","373","217","1416","41","*","1015","1136","56","3499","19","17"
"776","Gainesville City","40","*","*","*","27","*","23","*","64","*","*","134","104","10","288","*","*"
"661","Gilmer County","29","*","*","*","28","*","25","12","61","*","*","46","33","*","160","*","*"
"662","Glascock County","*","*","*","*","*","*","*","*","*","*","*","*","20","*","19","*","*"
"663","Glynn County","195","*","*","*","125","20","63","48","263","*","*","210","201","*","716","*","*"
"664","Gordon County","46","*","*","*","35","*","29","20","156","*","*","128","47","*","265","*","*"
"665","Grady County","59","*","*","*","37","*","40","20","69","*","*","38","96","*","130","*","*"
"666","Greene County","25","*","*","*","21","*","17","10","30","*","*","40","29","*","114","*","*"
"726","Griffin-Spalding County","82","*","*","*","71","*","91","30","168","*","*","175","127","11","496","*","*"
"667","Gwinnett County","3016","33","70","*","852","106","552","424","2693","75","46","2408","2624","156","10095","36","44"
"668","Habersham County","54","*","*","*","37","*","35","21","137","*","*","160","247","*","460","*","*"
"669","Hall County","316","*","*","*","94","11","144","68","465","25","*","436","362","12","1641","*","*"
"670","Hancock County","13","*","*","*","*","*","22","*","17","*","*","13","24","*","16","*","*"
"671","Haralson County","24","*","*","*","21","*","31","*","81","*","*","110","59","*","231","*","*"
"672","Harris County","59","*","*","*","19","*","*","18","156","*","*","38","112","*","165","*","*"
"673","Hart County","28","*","*","*","18","*","22","*","81","*","*","66","83","*","194","*","*"
"674","Heard County","18","*","*","*","*","*","*","*","39","*","*","38","50","*","107","*","*"
"675","Henry County","713","*","*","*","270","31","184","131","912","39","17","518","674","41","2142","*","17"
"676","Houston County","464","*","*","*","277","29","216","82","849","21","13","393","555","26","859","*","*"
"677","Irwin County","*","*","*","*","20","*","30","10","31","*","*","34","46","*","97","*","*"
"678","Jackson County","94","*","*","*","56","*","68","22","177","*","*","121","291","14","304","*","*"
"679","Jasper County","20","*","*","*","14","*","19","*","59","*","*","24","24","*","72","*","*"
"680","Jeff Davis County","18","*","*","*","13","*","25","*","69","*","*","55","84","*","105","*","*"
"779","Jefferson City","38","*","*","*","21","*","11","*","70","*","*","47","92","*","109","*","*"
"681","Jefferson County","31","*","*","*","12","*","19","17","41","*","*","52","42","*","122","*","*"
"682","Jenkins County","*","*","*","*","*","*","16","*","14","*","*","17","22","*","25","*","*"
"683","Johnson County","13","*","*","*","19","*","10","*","23","*","*","17","*","*","48","*","*"
"684","Jones County","60","*","*","*","38","*","29","21","109","*","*","53","103","*","335","*","*"
"685","Lamar County","29","*","*","*","16","*","33","*","42","*","*","30","27","*","104","*","*"
"686","Lanier County","16","*","*","*","*","*","23","*","22","*","*","42","31","*","51","*","*"
"687","Laurens County","54","*","*","*","65","*","39","15","216","*","*","60","89","*","115","*","*"
"688","Lee County","57","*","*","*","29","*","46","27","69","*","*","77","131","10","122","*","*"
"689","Liberty County","163","*","*","*","49","*","52","41","268","*","*","137","172","12","374","*","*"
"690","Lincoln County","14","*","*","*","*","*","12","*","34","*","*","14","23","*","31","*","*"
"691","Long County","42","*","*","*","17","*","19","16","69","*","*","53","93","*","182","*","*"
"692","Lowndes County","180","*","*","*","40","13","57","36","174","*","*","120","295","*","505","*","*"
"693","Lumpkin County","51","*","*","*","35","*","23","*","107","*","*","81","114","*","231","*","*"
"694","Macon County","*","*","*","*","*","*","12","*","*","*","*","29","24","*","19","*","*"
"695","Madison County","65","*","*","*","40","*","47","17","108","*","*","156","138","*","286","*","*"
"781","Marietta City","88","*","*","*","38","16","27","14","144","*","*","81","135","*","368","*","*"
"696","Marion County","12","*","*","*","*","*","*","*","22","*","*","*","37","*","49","*","*"
"697","McDuffie County","35","*","*","*","19","*","24","11","94","*","*","110","84","*","169","*","*"
"698","McIntosh County","*","*","*","*","18","*","14","*","38","*","*","10","41","*","68","*","*"
"699","Meriwether County","16","*","*","*","21","*","23","16","76","*","*","56","74","*","189","*","*"
"700","Miller County","10","*","*","*","*","*","10","*","16","*","*","15","12","*","58","*","*"
"701","Mitchell County","15","*","*","*","*","*","37","17","23","*","*","34","29","*","63","*","*"
"702","Monroe County","30","*","*","*","38","*","17","22","98","*","*","59","123","*","192","*","*"
"703","Montgomery County","*","*","*","*","*","*","*","*","19","*","*","15","25","*","29","*","*"
"704","Morgan County","31","*","*","*","37","*","*","*","53","*","*","57","25","*","130","*","*"
"705","Murray County","57","*","*","*","15","*","68","24","173","*","*","61","69","*","321","*","*"
"706","Muscogee County","520","*","*","*","189","36","227","98","1147","*","12","395","537","38","1628","*","*"
"707","Newton County","263","*","*","*","97","11","98","50","596","*","*","413","212","13","849","*","16"
"708","Oconee County","99","*","*","*","39","*","20","16","139","*","*","67","222","*","327","*","*"
"709","Oglethorpe County","26","*","*","*","18","*","10","*","45","*","*","35","53","*","68","*","*"
"710","Paulding County","394","*","*","*","192","25","118","58","689","*","*","568","470","23","1786","*","*"
"711","Peach County","54","*","*","*","25","*","51","14","41","*","*","51","64","*","125","*","*"
"784","Pelham City","10","*","*","*","12","*","20","*","24","*","*","13","33","*","68","*","*"
"712","Pickens County","55","*","*","*","77","*","22","16","99","*","*","63","83","*","249","*","*"
"713","Pierce County","27","*","*","*","16","*","19","13","63","*","*","38","77","*","149","*","*"
"714","Pike County","33","*","*","*","*","*","12","12","44","*","*","27","50","*","109","*","*"
"715","Polk County","65","*","*","*","52","*","57","36","157","*","*","106","180","*","442","*","*"
"716","Pulaski County","*","*","*","*","*","*","*","*","31","*","*","32","24","*","62","*","*"
"717","Putnam County","29","*","*","*","17","*","25","*","83","*","*","42","31","*","190","*","*"
"718","Quitman County","*","*","*","*","*","*","*","*","*","*","*","*","19","*","23","*","*"
"719","Rabun County","18","*","*","*","15","*","18","12","53","*","*","39","14","*","117","*","*"
"720","Randolph County","*","*","*","*","*","*","11","*","15","*","*","25","18","*","29","*","*"
"721","Richmond County","285","*","*","*","131","23","264","108","679","*","10","529","406","27","1186","*","10"
"722","Rockdale County","224","*","*","*","86","*","95","47","326","*","*","217","167","19","774","*","*"
"785","Rome City","60","*","*","*","48","*","54","17","59","*","*","147","90","*","207","*","*"
"625","Savannah-Chatham County","429","*","21","*","296","21","209","142","797","15","10","559","945","21","1117","10","*"
"723","Schley County","*","*","*","*","11","*","*","*","*","*","*","12","55","*","34","*","*"
"724","Screven County","13","*","*","*","18","*","33","12","63","*","*","48","69","*","138","*","*"
"725","Seminole County","17","*","*","*","*","*","13","*","13","*","*","17","11","*","24","*","*"
"786","Social Circle City","14","*","*","*","13","*","14","*","32","*","*","19","29","*","61","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","*","*","*","*","*","*","*","*","*","*","*","*","14","*","35","*","*"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","19","*","*"
"7830611","State Charter Schools II- Cirrus Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830610","State Charter Schools II- Coweta Charter Academy","*","*","*","*","*","*","*","*","16","*","*","17","22","*","23","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","*","*","*","*","*","*","*","*","12","*","*","*","*","*","33","*","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830619","State Charter Schools II- International Academy of Smyrna","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","*","*","*","*","*","*","*","*","16","*","*","*","*","*","12","*","*"
"7830210","State Charter Schools II- Pataula Charter Academy","*","*","*","*","*","*","*","*","*","*","*","11","*","*","23","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830621","State Charter Schools II- SLAM Academy of Atlanta","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","13","*","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","*","*","*","*","*","*","*","*","15","*","*","*","*","*","11","*","*"
"7820212","State Charter Schools- Cherokee Charter Academy","13","*","*","*","*","*","*","*","18","*","*","14","17","*","36","*","*"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","*","*","*","*","11","*","*","*","20","*","*","*","*","*","58","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","*","*","*","*","*","*","*","*","22","*","*","*","*","*","29","*","*"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","*","*","*","*","38","*","13","*","82","*","*","*","*","*","119","*","*"
"7820412","State Charter Schools- Georgia Connections Academy","71","*","*","*","36","*","17","*","144","*","*","*","17","*","160","*","*"
"7820120","State Charter Schools- Georgia Cyber Academy","255","*","*","*","94","*","68","33","321","14","*","68","109","*","532","*","*"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","*","*","*","*","*","*","*","*","17","*","*","13","*","*","22","*","*"
"7820614","State Charter Schools- International Charter School of Atlanta","*","*","*","*","*","*","*","*","10","*","*","*","16","*","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","*","*","*","*","*","*","*","*","*","*","*","*","*","*","15","*","*"
"7820108","State Charter Schools- Mountain Education Charter High School","*","*","*","*","39","*","13","*","75","*","*","*","*","*","175","*","*"
"7820110","State Charter Schools- Odyssey Charter School","*","*","*","*","*","*","*","*","*","*","*","*","12","*","13","*","*"
"7820615","State Charter Schools- Scintilla Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","22","*","*","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","16","*","*"
"727","Stephens County","41","*","*","*","32","*","30","14","90","*","*","118","56","*","183","*","*"
"728","Stewart County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","25","*","*"
"729","Sumter County","34","*","*","*","51","*","56","20","42","*","*","108","150","*","118","*","*"
"730","Talbot County","*","*","*","*","12","*","*","*","*","*","*","*","12","*","14","*","*"
"731","Taliaferro County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"732","Tattnall County","22","*","*","*","*","*","28","10","57","*","*","75","107","*","206","*","*"
"733","Taylor County","*","*","*","*","21","*","22","*","17","*","*","24","38","*","42","*","*"
"734","Telfair County","*","*","*","*","*","*","23","*","25","*","*","17","39","*","35","*","*"
"735","Terrell County","*","*","*","*","17","*","15","*","*","*","*","23","52","*","36","*","*"
"736","Thomas County","77","*","*","*","57","*","41","19","243","*","*","115","136","*","247","*","*"
"745","Thomaston-Upson County","33","*","*","*","23","*","25","20","76","*","*","76","57","*","227","*","*"
"789","Thomasville City","47","*","*","*","38","*","16","*","62","*","*","33","40","*","81","*","*"
"737","Tift County","46","*","*","*","43","*","46","28","57","*","*","158","129","*","312","*","*"
"738","Toombs County","27","*","*","*","17","*","36","10","44","*","*","90","88","*","114","*","*"
"739","Towns County","15","*","*","*","*","*","*","*","11","*","*","19","12","*","60","*","*"
"740","Treutlen County","15","*","*","*","*","*","10","*","23","*","*","29","25","*","36","*","*"
"791","Trion City","*","*","*","*","*","*","*","*","26","*","*","*","29","*","35","*","*"
"741","Troup County","61","*","*","*","55","*","67","16","257","*","*","173","237","*","287","*","*"
"742","Turner County","13","*","*","*","*","*","17","*","13","*","*","35","33","*","38","*","*"
"743","Twiggs County","*","*","*","*","10","*","14","*","30","*","*","*","12","*","26","*","*"
"744","Union County","28","*","*","*","28","*","10","*","92","*","*","66","67","*","143","*","*"
"792","Valdosta City","107","*","*","*","57","13","69","50","111","*","*","166","138","20","319","*","*"
"793","Vidalia City","19","*","*","*","16","*","25","*","29","*","*","52","59","*","110","*","*"
"746","Walker County","161","*","*","*","55","*","66","25","358","10","*","144","138","10","537","*","*"
"747","Walton County","132","*","*","*","70","*","66","40","244","*","*","160","236","12","438","*","*"
"748","Ware County","87","*","*","*","39","*","55","28","174","*","*","141","153","*","280","*","*"
"749","Warren County","*","*","*","*","*","*","11","*","*","*","*","32","*","*","19","*","*"
"750","Washington County","14","*","*","*","26","*","52","12","58","*","*","49","69","*","116","*","*"
"751","Wayne County","54","*","*","*","37","*","43","19","144","*","*","110","166","*","201","*","*"
"752","Webster County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"753","Wheeler County","*","*","*","*","15","*","13","*","16","*","*","*","26","*","51","*","*"
"754","White County","38","*","*","*","19","*","29","10","79","*","*","79","92","*","176","*","*"
"755","Whitfield County","155","*","*","*","21","*","71","27","394","14","*","133","199","*","741","*","*"
"756","Wilcox County","11","*","*","*","*","*","15","10","17","*","*","14","22","*","56","*","*"
"757","Wilkes County","12","*","*","*","*","*","17","*","20","*","*","41","40","*","43","*","*"
"758","Wilkinson County","*","*","*","*","12","*","15","*","21","*","*","10","11","*","45","*","*"
"759","Worth County","16","*","*","*","24","*","19","15","26","*","*","35","58","*","45","*","*"
"7991895","","*","*","*","*","*","57","*","*","*","*","*","*","*","*","*","*","*"
"7991893","","*","*","105","*","*","39","18","*","*","*","*","*","*","*","*","*","*"
"7991894","","*","*","*","*","*","*","*","14","11","*","*","*","*","*","*","*","43"
