"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2015-2016",02,"ARANSAS COUNTY","Early Education","Male",10
"2015-2016",02,"ARANSAS COUNTY","Pre-kindergarten","Female",48
"2015-2016",02,"ARANSAS COUNTY","Pre-kindergarten","Male",40
"2015-2016",02,"ARANSAS COUNTY","Kindergarten","Female",127
"2015-2016",02,"ARANSAS COUNTY","Kindergarten","Male",130
"2015-2016",02,"ARANSAS COUNTY","Grade  1","Female",131
"2015-2016",02,"ARANSAS COUNTY","Grade  1","Male",117
"2015-2016",02,"ARANSAS COUNTY","Grade  2","Female",118
"2015-2016",02,"ARANSAS COUNTY","Grade  2","Male",141
"2015-2016",02,"ARANSAS COUNTY","Grade  3","Female",120
"2015-2016",02,"ARANSAS COUNTY","Grade  3","Male",127
"2015-2016",02,"ARANSAS COUNTY","Grade  4","Female",123
"2015-2016",02,"ARANSAS COUNTY","Grade  4","Male",145
"2015-2016",02,"ARANSAS COUNTY","Grade  5","Female",120
"2015-2016",02,"ARANSAS COUNTY","Grade  5","Male",138
"2015-2016",02,"ARANSAS COUNTY","Grade  6","Female",143
"2015-2016",02,"ARANSAS COUNTY","Grade  6","Male",146
"2015-2016",02,"ARANSAS COUNTY","Grade  7","Female",112
"2015-2016",02,"ARANSAS COUNTY","Grade  7","Male",112
"2015-2016",02,"ARANSAS COUNTY","Grade  8","Female",128
"2015-2016",02,"ARANSAS COUNTY","Grade  8","Male",128
"2015-2016",02,"ARANSAS COUNTY","Grade  9","Female",130
"2015-2016",02,"ARANSAS COUNTY","Grade  9","Male",147
"2015-2016",02,"ARANSAS COUNTY","Grade 10","Female",127
"2015-2016",02,"ARANSAS COUNTY","Grade 10","Male",164
"2015-2016",02,"ARANSAS COUNTY","Grade 11","Female",112
"2015-2016",02,"ARANSAS COUNTY","Grade 11","Male",114
"2015-2016",02,"ARANSAS COUNTY","Grade 12","Female",107
"2015-2016",02,"ARANSAS COUNTY","Grade 12","Male",99
"2015-2016",09,"ARCHER COUNTY","Early Education","Female",0
"2015-2016",09,"ARCHER COUNTY","Early Education","Male",8
"2015-2016",09,"ARCHER COUNTY","Pre-kindergarten","Female",23
"2015-2016",09,"ARCHER COUNTY","Pre-kindergarten","Male",20
"2015-2016",09,"ARCHER COUNTY","Kindergarten","Female",61
"2015-2016",09,"ARCHER COUNTY","Kindergarten","Male",63
"2015-2016",09,"ARCHER COUNTY","Grade  1","Female",68
"2015-2016",09,"ARCHER COUNTY","Grade  1","Male",49
"2015-2016",09,"ARCHER COUNTY","Grade  2","Female",66
"2015-2016",09,"ARCHER COUNTY","Grade  2","Male",68
"2015-2016",09,"ARCHER COUNTY","Grade  3","Female",59
"2015-2016",09,"ARCHER COUNTY","Grade  3","Male",65
"2015-2016",09,"ARCHER COUNTY","Grade  4","Female",60
"2015-2016",09,"ARCHER COUNTY","Grade  4","Male",69
"2015-2016",09,"ARCHER COUNTY","Grade  5","Female",68
"2015-2016",09,"ARCHER COUNTY","Grade  5","Male",71
"2015-2016",09,"ARCHER COUNTY","Grade  6","Female",62
"2015-2016",09,"ARCHER COUNTY","Grade  6","Male",84
"2015-2016",09,"ARCHER COUNTY","Grade  7","Female",55
"2015-2016",09,"ARCHER COUNTY","Grade  7","Male",88
"2015-2016",09,"ARCHER COUNTY","Grade  8","Female",68
"2015-2016",09,"ARCHER COUNTY","Grade  8","Male",78
"2015-2016",09,"ARCHER COUNTY","Grade  9","Female",67
"2015-2016",09,"ARCHER COUNTY","Grade  9","Male",80
"2015-2016",09,"ARCHER COUNTY","Grade 10","Female",72
"2015-2016",09,"ARCHER COUNTY","Grade 10","Male",78
"2015-2016",09,"ARCHER COUNTY","Grade 11","Female",80
"2015-2016",09,"ARCHER COUNTY","Grade 11","Male",83
"2015-2016",09,"ARCHER COUNTY","Grade 12","Female",75
"2015-2016",09,"ARCHER COUNTY","Grade 12","Male",63
"2015-2016",16,"ARMSTRONG COUNTY","Early Education","Female",0
"2015-2016",16,"ARMSTRONG COUNTY","Early Education","Male",-9999999
"2015-2016",16,"ARMSTRONG COUNTY","Pre-kindergarten","Female",10
"2015-2016",16,"ARMSTRONG COUNTY","Pre-kindergarten","Male",5
"2015-2016",16,"ARMSTRONG COUNTY","Kindergarten","Female",15
"2015-2016",16,"ARMSTRONG COUNTY","Kindergarten","Male",12
"2015-2016",16,"ARMSTRONG COUNTY","Grade  1","Female",8
"2015-2016",16,"ARMSTRONG COUNTY","Grade  1","Male",12
"2015-2016",16,"ARMSTRONG COUNTY","Grade  2","Female",11
"2015-2016",16,"ARMSTRONG COUNTY","Grade  2","Male",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade  3","Female",12
"2015-2016",16,"ARMSTRONG COUNTY","Grade  3","Male",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade  4","Female",12
"2015-2016",16,"ARMSTRONG COUNTY","Grade  4","Male",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade  5","Female",18
"2015-2016",16,"ARMSTRONG COUNTY","Grade  5","Male",10
"2015-2016",16,"ARMSTRONG COUNTY","Grade  6","Female",10
"2015-2016",16,"ARMSTRONG COUNTY","Grade  6","Male",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade  7","Female",11
"2015-2016",16,"ARMSTRONG COUNTY","Grade  7","Male",19
"2015-2016",16,"ARMSTRONG COUNTY","Grade  8","Female",10
"2015-2016",16,"ARMSTRONG COUNTY","Grade  8","Male",15
"2015-2016",16,"ARMSTRONG COUNTY","Grade  9","Female",17
"2015-2016",16,"ARMSTRONG COUNTY","Grade  9","Male",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade 10","Female",12
"2015-2016",16,"ARMSTRONG COUNTY","Grade 10","Male",9
"2015-2016",16,"ARMSTRONG COUNTY","Grade 11","Female",15
"2015-2016",16,"ARMSTRONG COUNTY","Grade 11","Male",16
"2015-2016",16,"ARMSTRONG COUNTY","Grade 12","Female",13
"2015-2016",16,"ARMSTRONG COUNTY","Grade 12","Male",15
"2015-2016",20,"ATASCOSA COUNTY","Early Education","Female",-9999999
"2015-2016",20,"ATASCOSA COUNTY","Early Education","Male",21
"2015-2016",20,"ATASCOSA COUNTY","Pre-kindergarten","Female",202
"2015-2016",20,"ATASCOSA COUNTY","Pre-kindergarten","Male",196
"2015-2016",20,"ATASCOSA COUNTY","Kindergarten","Female",321
"2015-2016",20,"ATASCOSA COUNTY","Kindergarten","Male",319
"2015-2016",20,"ATASCOSA COUNTY","Grade  1","Female",333
"2015-2016",20,"ATASCOSA COUNTY","Grade  1","Male",384
"2015-2016",20,"ATASCOSA COUNTY","Grade  2","Female",320
"2015-2016",20,"ATASCOSA COUNTY","Grade  2","Male",351
"2015-2016",20,"ATASCOSA COUNTY","Grade  3","Female",339
"2015-2016",20,"ATASCOSA COUNTY","Grade  3","Male",379
"2015-2016",20,"ATASCOSA COUNTY","Grade  4","Female",337
"2015-2016",20,"ATASCOSA COUNTY","Grade  4","Male",316
"2015-2016",20,"ATASCOSA COUNTY","Grade  5","Female",325
"2015-2016",20,"ATASCOSA COUNTY","Grade  5","Male",343
"2015-2016",20,"ATASCOSA COUNTY","Grade  6","Female",317
"2015-2016",20,"ATASCOSA COUNTY","Grade  6","Male",369
"2015-2016",20,"ATASCOSA COUNTY","Grade  7","Female",321
"2015-2016",20,"ATASCOSA COUNTY","Grade  7","Male",319
"2015-2016",20,"ATASCOSA COUNTY","Grade  8","Female",318
"2015-2016",20,"ATASCOSA COUNTY","Grade  8","Male",364
"2015-2016",20,"ATASCOSA COUNTY","Grade  9","Female",371
"2015-2016",20,"ATASCOSA COUNTY","Grade  9","Male",375
"2015-2016",20,"ATASCOSA COUNTY","Grade 10","Female",324
"2015-2016",20,"ATASCOSA COUNTY","Grade 10","Male",318
"2015-2016",20,"ATASCOSA COUNTY","Grade 11","Female",280
"2015-2016",20,"ATASCOSA COUNTY","Grade 11","Male",309
"2015-2016",20,"ATASCOSA COUNTY","Grade 12","Female",305
"2015-2016",20,"ATASCOSA COUNTY","Grade 12","Male",301
"2015-2016",06,"AUSTIN COUNTY","Early Education","Female",10
"2015-2016",06,"AUSTIN COUNTY","Early Education","Male",13
"2015-2016",06,"AUSTIN COUNTY","Pre-kindergarten","Female",81
"2015-2016",06,"AUSTIN COUNTY","Pre-kindergarten","Male",92
"2015-2016",06,"AUSTIN COUNTY","Kindergarten","Female",199
"2015-2016",06,"AUSTIN COUNTY","Kindergarten","Male",217
"2015-2016",06,"AUSTIN COUNTY","Grade  1","Female",232
"2015-2016",06,"AUSTIN COUNTY","Grade  1","Male",200
"2015-2016",06,"AUSTIN COUNTY","Grade  2","Female",222
"2015-2016",06,"AUSTIN COUNTY","Grade  2","Male",247
"2015-2016",06,"AUSTIN COUNTY","Grade  3","Female",223
"2015-2016",06,"AUSTIN COUNTY","Grade  3","Male",207
"2015-2016",06,"AUSTIN COUNTY","Grade  4","Female",187
"2015-2016",06,"AUSTIN COUNTY","Grade  4","Male",214
"2015-2016",06,"AUSTIN COUNTY","Grade  5","Female",176
"2015-2016",06,"AUSTIN COUNTY","Grade  5","Male",251
"2015-2016",06,"AUSTIN COUNTY","Grade  6","Female",221
"2015-2016",06,"AUSTIN COUNTY","Grade  6","Male",203
"2015-2016",06,"AUSTIN COUNTY","Grade  7","Female",220
"2015-2016",06,"AUSTIN COUNTY","Grade  7","Male",246
"2015-2016",06,"AUSTIN COUNTY","Grade  8","Female",221
"2015-2016",06,"AUSTIN COUNTY","Grade  8","Male",229
"2015-2016",06,"AUSTIN COUNTY","Grade  9","Female",225
"2015-2016",06,"AUSTIN COUNTY","Grade  9","Male",250
"2015-2016",06,"AUSTIN COUNTY","Grade 10","Female",240
"2015-2016",06,"AUSTIN COUNTY","Grade 10","Male",240
"2015-2016",06,"AUSTIN COUNTY","Grade 11","Female",195
"2015-2016",06,"AUSTIN COUNTY","Grade 11","Male",221
"2015-2016",06,"AUSTIN COUNTY","Grade 12","Female",190
"2015-2016",06,"AUSTIN COUNTY","Grade 12","Male",199
"2015-2016",17,"BAILEY COUNTY","Early Education","Female",6
"2015-2016",17,"BAILEY COUNTY","Early Education","Male",5
"2015-2016",17,"BAILEY COUNTY","Pre-kindergarten","Female",55
"2015-2016",17,"BAILEY COUNTY","Pre-kindergarten","Male",39
"2015-2016",17,"BAILEY COUNTY","Kindergarten","Female",57
"2015-2016",17,"BAILEY COUNTY","Kindergarten","Male",53
"2015-2016",17,"BAILEY COUNTY","Grade  1","Female",60
"2015-2016",17,"BAILEY COUNTY","Grade  1","Male",64
"2015-2016",17,"BAILEY COUNTY","Grade  2","Female",46
"2015-2016",17,"BAILEY COUNTY","Grade  2","Male",68
"2015-2016",17,"BAILEY COUNTY","Grade  3","Female",52
"2015-2016",17,"BAILEY COUNTY","Grade  3","Male",66
"2015-2016",17,"BAILEY COUNTY","Grade  4","Female",40
"2015-2016",17,"BAILEY COUNTY","Grade  4","Male",70
"2015-2016",17,"BAILEY COUNTY","Grade  5","Female",64
"2015-2016",17,"BAILEY COUNTY","Grade  5","Male",54
"2015-2016",17,"BAILEY COUNTY","Grade  6","Female",61
"2015-2016",17,"BAILEY COUNTY","Grade  6","Male",47
"2015-2016",17,"BAILEY COUNTY","Grade  7","Female",43
"2015-2016",17,"BAILEY COUNTY","Grade  7","Male",50
"2015-2016",17,"BAILEY COUNTY","Grade  8","Female",39
"2015-2016",17,"BAILEY COUNTY","Grade  8","Male",53
"2015-2016",17,"BAILEY COUNTY","Grade  9","Female",53
"2015-2016",17,"BAILEY COUNTY","Grade  9","Male",55
"2015-2016",17,"BAILEY COUNTY","Grade 10","Female",53
"2015-2016",17,"BAILEY COUNTY","Grade 10","Male",51
"2015-2016",17,"BAILEY COUNTY","Grade 11","Female",46
"2015-2016",17,"BAILEY COUNTY","Grade 11","Male",38
"2015-2016",17,"BAILEY COUNTY","Grade 12","Female",38
"2015-2016",17,"BAILEY COUNTY","Grade 12","Male",42
"2015-2016",20,"BANDERA COUNTY","Early Education","Female",7
"2015-2016",20,"BANDERA COUNTY","Early Education","Male",10
"2015-2016",20,"BANDERA COUNTY","Pre-kindergarten","Female",55
"2015-2016",20,"BANDERA COUNTY","Pre-kindergarten","Male",63
"2015-2016",20,"BANDERA COUNTY","Kindergarten","Female",73
"2015-2016",20,"BANDERA COUNTY","Kindergarten","Male",78
"2015-2016",20,"BANDERA COUNTY","Grade  1","Female",83
"2015-2016",20,"BANDERA COUNTY","Grade  1","Male",101
"2015-2016",20,"BANDERA COUNTY","Grade  2","Female",86
"2015-2016",20,"BANDERA COUNTY","Grade  2","Male",99
"2015-2016",20,"BANDERA COUNTY","Grade  3","Female",89
"2015-2016",20,"BANDERA COUNTY","Grade  3","Male",93
"2015-2016",20,"BANDERA COUNTY","Grade  4","Female",93
"2015-2016",20,"BANDERA COUNTY","Grade  4","Male",82
"2015-2016",20,"BANDERA COUNTY","Grade  5","Female",91
"2015-2016",20,"BANDERA COUNTY","Grade  5","Male",103
"2015-2016",20,"BANDERA COUNTY","Grade  6","Female",85
"2015-2016",20,"BANDERA COUNTY","Grade  6","Male",85
"2015-2016",20,"BANDERA COUNTY","Grade  7","Female",70
"2015-2016",20,"BANDERA COUNTY","Grade  7","Male",103
"2015-2016",20,"BANDERA COUNTY","Grade  8","Female",89
"2015-2016",20,"BANDERA COUNTY","Grade  8","Male",97
"2015-2016",20,"BANDERA COUNTY","Grade  9","Female",109
"2015-2016",20,"BANDERA COUNTY","Grade  9","Male",108
"2015-2016",20,"BANDERA COUNTY","Grade 10","Female",97
"2015-2016",20,"BANDERA COUNTY","Grade 10","Male",97
"2015-2016",20,"BANDERA COUNTY","Grade 11","Female",83
"2015-2016",20,"BANDERA COUNTY","Grade 11","Male",86
"2015-2016",20,"BANDERA COUNTY","Grade 12","Female",89
"2015-2016",20,"BANDERA COUNTY","Grade 12","Male",98
"2015-2016",13,"BASTROP COUNTY","Early Education","Female",27
"2015-2016",13,"BASTROP COUNTY","Early Education","Male",52
"2015-2016",13,"BASTROP COUNTY","Pre-kindergarten","Female",344
"2015-2016",13,"BASTROP COUNTY","Pre-kindergarten","Male",358
"2015-2016",13,"BASTROP COUNTY","Kindergarten","Female",496
"2015-2016",13,"BASTROP COUNTY","Kindergarten","Male",552
"2015-2016",13,"BASTROP COUNTY","Grade  1","Female",583
"2015-2016",13,"BASTROP COUNTY","Grade  1","Male",637
"2015-2016",13,"BASTROP COUNTY","Grade  2","Female",603
"2015-2016",13,"BASTROP COUNTY","Grade  2","Male",634
"2015-2016",13,"BASTROP COUNTY","Grade  3","Female",634
"2015-2016",13,"BASTROP COUNTY","Grade  3","Male",642
"2015-2016",13,"BASTROP COUNTY","Grade  4","Female",607
"2015-2016",13,"BASTROP COUNTY","Grade  4","Male",653
"2015-2016",13,"BASTROP COUNTY","Grade  5","Female",550
"2015-2016",13,"BASTROP COUNTY","Grade  5","Male",662
"2015-2016",13,"BASTROP COUNTY","Grade  6","Female",633
"2015-2016",13,"BASTROP COUNTY","Grade  6","Male",589
"2015-2016",13,"BASTROP COUNTY","Grade  7","Female",596
"2015-2016",13,"BASTROP COUNTY","Grade  7","Male",650
"2015-2016",13,"BASTROP COUNTY","Grade  8","Female",591
"2015-2016",13,"BASTROP COUNTY","Grade  8","Male",665
"2015-2016",13,"BASTROP COUNTY","Grade  9","Female",662
"2015-2016",13,"BASTROP COUNTY","Grade  9","Male",740
"2015-2016",13,"BASTROP COUNTY","Grade 10","Female",591
"2015-2016",13,"BASTROP COUNTY","Grade 10","Male",680
"2015-2016",13,"BASTROP COUNTY","Grade 11","Female",531
"2015-2016",13,"BASTROP COUNTY","Grade 11","Male",565
"2015-2016",13,"BASTROP COUNTY","Grade 12","Female",546
"2015-2016",13,"BASTROP COUNTY","Grade 12","Male",535
"2015-2016",09,"BAYLOR COUNTY","Early Education","Female",-9999999
"2015-2016",09,"BAYLOR COUNTY","Early Education","Male",-9999999
"2015-2016",09,"BAYLOR COUNTY","Pre-kindergarten","Female",5
"2015-2016",09,"BAYLOR COUNTY","Pre-kindergarten","Male",10
"2015-2016",09,"BAYLOR COUNTY","Kindergarten","Female",19
"2015-2016",09,"BAYLOR COUNTY","Kindergarten","Male",32
"2015-2016",09,"BAYLOR COUNTY","Grade  1","Female",28
"2015-2016",09,"BAYLOR COUNTY","Grade  1","Male",19
"2015-2016",09,"BAYLOR COUNTY","Grade  2","Female",21
"2015-2016",09,"BAYLOR COUNTY","Grade  2","Male",18
"2015-2016",09,"BAYLOR COUNTY","Grade  3","Female",15
"2015-2016",09,"BAYLOR COUNTY","Grade  3","Male",21
"2015-2016",09,"BAYLOR COUNTY","Grade  4","Female",18
"2015-2016",09,"BAYLOR COUNTY","Grade  4","Male",34
"2015-2016",09,"BAYLOR COUNTY","Grade  5","Female",17
"2015-2016",09,"BAYLOR COUNTY","Grade  5","Male",37
"2015-2016",09,"BAYLOR COUNTY","Grade  6","Female",25
"2015-2016",09,"BAYLOR COUNTY","Grade  6","Male",19
"2015-2016",09,"BAYLOR COUNTY","Grade  7","Female",21
"2015-2016",09,"BAYLOR COUNTY","Grade  7","Male",23
"2015-2016",09,"BAYLOR COUNTY","Grade  8","Female",18
"2015-2016",09,"BAYLOR COUNTY","Grade  8","Male",26
"2015-2016",09,"BAYLOR COUNTY","Grade  9","Female",15
"2015-2016",09,"BAYLOR COUNTY","Grade  9","Male",27
"2015-2016",09,"BAYLOR COUNTY","Grade 10","Female",17
"2015-2016",09,"BAYLOR COUNTY","Grade 10","Male",20
"2015-2016",09,"BAYLOR COUNTY","Grade 11","Female",30
"2015-2016",09,"BAYLOR COUNTY","Grade 11","Male",19
"2015-2016",09,"BAYLOR COUNTY","Grade 12","Female",23
"2015-2016",09,"BAYLOR COUNTY","Grade 12","Male",16
"2015-2016",02,"BEE COUNTY","Early Education","Female",7
"2015-2016",02,"BEE COUNTY","Early Education","Male",22
"2015-2016",02,"BEE COUNTY","Pre-kindergarten","Female",212
"2015-2016",02,"BEE COUNTY","Pre-kindergarten","Male",178
"2015-2016",02,"BEE COUNTY","Kindergarten","Female",188
"2015-2016",02,"BEE COUNTY","Kindergarten","Male",200
"2015-2016",02,"BEE COUNTY","Grade  1","Female",225
"2015-2016",02,"BEE COUNTY","Grade  1","Male",208
"2015-2016",02,"BEE COUNTY","Grade  2","Female",229
"2015-2016",02,"BEE COUNTY","Grade  2","Male",214
"2015-2016",02,"BEE COUNTY","Grade  3","Female",194
"2015-2016",02,"BEE COUNTY","Grade  3","Male",228
"2015-2016",02,"BEE COUNTY","Grade  4","Female",193
"2015-2016",02,"BEE COUNTY","Grade  4","Male",214
"2015-2016",02,"BEE COUNTY","Grade  5","Female",189
"2015-2016",02,"BEE COUNTY","Grade  5","Male",201
"2015-2016",02,"BEE COUNTY","Grade  6","Female",182
"2015-2016",02,"BEE COUNTY","Grade  6","Male",175
"2015-2016",02,"BEE COUNTY","Grade  7","Female",206
"2015-2016",02,"BEE COUNTY","Grade  7","Male",181
"2015-2016",02,"BEE COUNTY","Grade  8","Female",169
"2015-2016",02,"BEE COUNTY","Grade  8","Male",216
"2015-2016",02,"BEE COUNTY","Grade  9","Female",213
"2015-2016",02,"BEE COUNTY","Grade  9","Male",234
"2015-2016",02,"BEE COUNTY","Grade 10","Female",177
"2015-2016",02,"BEE COUNTY","Grade 10","Male",205
"2015-2016",02,"BEE COUNTY","Grade 11","Female",167
"2015-2016",02,"BEE COUNTY","Grade 11","Male",163
"2015-2016",02,"BEE COUNTY","Grade 12","Female",135
"2015-2016",02,"BEE COUNTY","Grade 12","Male",142
"2015-2016",12,"BELL COUNTY/12","Early Education","Female",55
"2015-2016",12,"BELL COUNTY/12","Early Education","Male",179
"2015-2016",12,"BELL COUNTY/12","Pre-kindergarten","Female",2331
"2015-2016",12,"BELL COUNTY/12","Pre-kindergarten","Male",2316
"2015-2016",12,"BELL COUNTY/12","Kindergarten","Female",2727
"2015-2016",12,"BELL COUNTY/12","Kindergarten","Male",2800
"2015-2016",12,"BELL COUNTY/12","Grade  1","Female",2901
"2015-2016",12,"BELL COUNTY/12","Grade  1","Male",3024
"2015-2016",12,"BELL COUNTY/12","Grade  2","Female",2800
"2015-2016",12,"BELL COUNTY/12","Grade  2","Male",3019
"2015-2016",12,"BELL COUNTY/12","Grade  3","Female",2747
"2015-2016",12,"BELL COUNTY/12","Grade  3","Male",2926
"2015-2016",12,"BELL COUNTY/12","Grade  4","Female",2599
"2015-2016",12,"BELL COUNTY/12","Grade  4","Male",2780
"2015-2016",12,"BELL COUNTY/12","Grade  5","Female",2495
"2015-2016",12,"BELL COUNTY/12","Grade  5","Male",2660
"2015-2016",12,"BELL COUNTY/12","Grade  6","Female",2443
"2015-2016",12,"BELL COUNTY/12","Grade  6","Male",2456
"2015-2016",12,"BELL COUNTY/12","Grade  7","Female",2454
"2015-2016",12,"BELL COUNTY/12","Grade  7","Male",2582
"2015-2016",12,"BELL COUNTY/12","Grade  8","Female",2452
"2015-2016",12,"BELL COUNTY/12","Grade  8","Male",2498
"2015-2016",12,"BELL COUNTY/12","Grade  9","Female",2593
"2015-2016",12,"BELL COUNTY/12","Grade  9","Male",2866
"2015-2016",12,"BELL COUNTY/12","Grade 10","Female",2309
"2015-2016",12,"BELL COUNTY/12","Grade 10","Male",2376
"2015-2016",12,"BELL COUNTY/12","Grade 11","Female",2072
"2015-2016",12,"BELL COUNTY/12","Grade 11","Male",2004
"2015-2016",12,"BELL COUNTY/12","Grade 12","Female",1922
"2015-2016",12,"BELL COUNTY/12","Grade 12","Male",1902
"2015-2016",13,"BELL COUNTY/13","Pre-kindergarten","Female",9
