"YEAR","REGION","COUNTY NAME","GENDER","ENROLLMENT"
"2018-2019",08,"CASS COUNTY","FEMALE",2696
"2018-2019",08,"CASS COUNTY","MALE",2829
"2018-2019",16,"CASTRO COUNTY","FEMALE",831
"2018-2019",16,"CASTRO COUNTY","MALE",866
"2018-2019",04,"CHAMBERS COUNTY","FEMALE",3407
"2018-2019",05,"CHAMBERS COUNTY","FEMALE",708
"2018-2019",04,"CHAMBERS COUNTY","MALE",3650
"2018-2019",05,"CHAMBERS COUNTY","MALE",803
"2018-2019",07,"CHEROKEE COUNTY","FEMALE",4040
"2018-2019",07,"CHEROKEE COUNTY","MALE",4387
"2018-2019",16,"CHILDRESS COUNTY","FEMALE",519
"2018-2019",16,"CHILDRESS COUNTY","MALE",577
"2018-2019",09,"CLAY COUNTY","FEMALE",803
"2018-2019",09,"CLAY COUNTY","MALE",844
"2018-2019",17,"COCHRAN COUNTY","FEMALE",354
"2018-2019",17,"COCHRAN COUNTY","MALE",353
"2018-2019",15,"COKE COUNTY","FEMALE",269
"2018-2019",15,"COKE COUNTY","MALE",259
"2018-2019",15,"COLEMAN COUNTY","FEMALE",637
"2018-2019",15,"COLEMAN COUNTY","MALE",646
"2018-2019",10,"COLLIN COUNTY","FEMALE",104912
"2018-2019",10,"COLLIN COUNTY","MALE",110648
"2018-2019",16,"COLLINGSWORTH COUNTY","FEMALE",286
"2018-2019",16,"COLLINGSWORTH COUNTY","MALE",300
"2018-2019",03,"COLORADO COUNTY","FEMALE",1708
"2018-2019",03,"COLORADO COUNTY","MALE",1901
"2018-2019",13,"COMAL COUNTY","FEMALE",4373
"2018-2019",20,"COMAL COUNTY","FEMALE",11783
"2018-2019",13,"COMAL COUNTY","MALE",4754
"2018-2019",20,"COMAL COUNTY","MALE",12600
"2018-2019",14,"COMANCHE COUNTY","FEMALE",1122
"2018-2019",14,"COMANCHE COUNTY","MALE",1220
"2018-2019",15,"CONCHO COUNTY","FEMALE",222
"2018-2019",15,"CONCHO COUNTY","MALE",239
"2018-2019",11,"COOKE COUNTY","FEMALE",3342
"2018-2019",11,"COOKE COUNTY","MALE",3523
"2018-2019",12,"CORYELL COUNTY","FEMALE",5816
"2018-2019",12,"CORYELL COUNTY","MALE",5930
"2018-2019",17,"COTTLE COUNTY","FEMALE",93
"2018-2019",17,"COTTLE COUNTY","MALE",111
"2018-2019",18,"CRANE COUNTY","FEMALE",573
"2018-2019",18,"CRANE COUNTY","MALE",578
"2018-2019",15,"CROCKETT COUNTY","FEMALE",381
"2018-2019",15,"CROCKETT COUNTY","MALE",396
"2018-2019",17,"CROSBY COUNTY","FEMALE",585
"2018-2019",17,"CROSBY COUNTY","MALE",572
"2018-2019",18,"CULBERSON COUNTY","FEMALE",181
"2018-2019",18,"CULBERSON COUNTY","MALE",197
"2018-2019",16,"DALLAM COUNTY","FEMALE",916
"2018-2019",16,"DALLAM COUNTY","MALE",1001
"2018-2019",10,"DALLAS COUNTY","FEMALE",251474
"2018-2019",10,"DALLAS COUNTY","MALE",262103
"2018-2019",17,"DAWSON COUNTY","FEMALE",1200
"2018-2019",17,"DAWSON COUNTY","MALE",1308
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE",2124
"2018-2019",16,"DEAF SMITH COUNTY","MALE",2131
"2018-2019",08,"DELTA COUNTY","FEMALE",476
"2018-2019",08,"DELTA COUNTY","MALE",504
"2018-2019",10,"DENTON COUNTY","FEMALE",621
"2018-2019",11,"DENTON COUNTY","FEMALE",64596
"2018-2019",10,"DENTON COUNTY","MALE",621
"2018-2019",11,"DENTON COUNTY","MALE",68137
"2018-2019",03,"DEWITT COUNTY","FEMALE",2127
"2018-2019",03,"DEWITT COUNTY","MALE",2392
"2018-2019",17,"DICKENS COUNTY","FEMALE",163
"2018-2019",17,"DICKENS COUNTY","MALE",180
"2018-2019",20,"DIMMIT COUNTY","FEMALE",1100
"2018-2019",20,"DIMMIT COUNTY","MALE",1119
"2018-2019",16,"DONLEY COUNTY","FEMALE",288
"2018-2019",16,"DONLEY COUNTY","MALE",285
"2018-2019",02,"DUVAL COUNTY","FEMALE",1275
"2018-2019",02,"DUVAL COUNTY","MALE",1370
"2018-2019",14,"EASTLAND COUNTY","FEMALE",1402
"2018-2019",14,"EASTLAND COUNTY","MALE",1433
"2018-2019",18,"ECTOR COUNTY","FEMALE",17185
"2018-2019",18,"ECTOR COUNTY","MALE",17920
"2018-2019",15,"EDWARDS COUNTY","FEMALE",262
"2018-2019",15,"EDWARDS COUNTY","MALE",324
"2018-2019",19,"EL PASO COUNTY","FEMALE",86053
"2018-2019",19,"EL PASO COUNTY","MALE",90359
"2018-2019",10,"ELLIS COUNTY","FEMALE",18987
"2018-2019",10,"ELLIS COUNTY","MALE",20075
"2018-2019",11,"ERATH COUNTY","FEMALE",6020
"2018-2019",11,"ERATH COUNTY","MALE",5570
"2018-2019",12,"FALLS COUNTY","FEMALE",1059
"2018-2019",12,"FALLS COUNTY","MALE",1186
"2018-2019",10,"FANNIN COUNTY","FEMALE",2644
"2018-2019",10,"FANNIN COUNTY","MALE",2874
"2018-2019",13,"FAYETTE COUNTY","FEMALE",1868
"2018-2019",13,"FAYETTE COUNTY","MALE",1900
"2018-2019",14,"FISHER COUNTY","FEMALE",288
"2018-2019",14,"FISHER COUNTY","MALE",266
"2018-2019",17,"FLOYD COUNTY","FEMALE",566
"2018-2019",17,"FLOYD COUNTY","MALE",622
"2018-2019",09,"FOARD COUNTY","FEMALE",114
"2018-2019",09,"FOARD COUNTY","MALE",95
"2018-2019",04,"FORT BEND COUNTY","FEMALE",56221
"2018-2019",04,"FORT BEND COUNTY","MALE",60196
"2018-2019",08,"FRANKLIN COUNTY","FEMALE",794
"2018-2019",08,"FRANKLIN COUNTY","MALE",827
"2018-2019",12,"FREESTONE COUNTY","FEMALE",1801
"2018-2019",12,"FREESTONE COUNTY","MALE",1831
"2018-2019",20,"FRIO COUNTY","FEMALE",1542
"2018-2019",20,"FRIO COUNTY","MALE",1597
"2018-2019",17,"GAINES COUNTY","FEMALE",1792
"2018-2019",17,"GAINES COUNTY","MALE",1878
"2018-2019",04,"GALVESTON COUNTY","FEMALE",40342
"2018-2019",05,"GALVESTON COUNTY","FEMALE",61
"2018-2019",04,"GALVESTON COUNTY","MALE",42625
"2018-2019",05,"GALVESTON COUNTY","MALE",81
"2018-2019",17,"GARZA COUNTY","FEMALE",456
"2018-2019",17,"GARZA COUNTY","MALE",513
"2018-2019",13,"GILLESPIE COUNTY","FEMALE",1814
"2018-2019",13,"GILLESPIE COUNTY","MALE",1910
"2018-2019",18,"GLASSCOCK COUNTY","FEMALE",138
"2018-2019",18,"GLASSCOCK COUNTY","MALE",167
"2018-2019",03,"GOLIAD COUNTY","FEMALE",641
"2018-2019",03,"GOLIAD COUNTY","MALE",689
"2018-2019",13,"GONZALES COUNTY","FEMALE",2059
"2018-2019",13,"GONZALES COUNTY","MALE",2204
"2018-2019",16,"GRAY COUNTY","FEMALE",1936
"2018-2019",16,"GRAY COUNTY","MALE",2054
"2018-2019",10,"GRAYSON COUNTY","FEMALE",11437
"2018-2019",10,"GRAYSON COUNTY","MALE",12224
"2018-2019",07,"GREGG COUNTY","FEMALE",11650
"2018-2019",07,"GREGG COUNTY","MALE",12511
"2018-2019",06,"GRIMES COUNTY","FEMALE",2249
"2018-2019",06,"GRIMES COUNTY","MALE",2379
"2018-2019",13,"GUADALUPE COUNTY","FEMALE",949
"2018-2019",20,"GUADALUPE COUNTY","FEMALE",11992
"2018-2019",13,"GUADALUPE COUNTY","MALE",994
"2018-2019",20,"GUADALUPE COUNTY","MALE",12678
"2018-2019",17,"HALE COUNTY","FEMALE",3541
"2018-2019",17,"HALE COUNTY","MALE",3679
"2018-2019",16,"HALL COUNTY","FEMALE",338
"2018-2019",16,"HALL COUNTY","MALE",371
"2018-2019",12,"HAMILTON COUNTY","FEMALE",677
"2018-2019",12,"HAMILTON COUNTY","MALE",760
"2018-2019",16,"HANSFORD COUNTY","FEMALE",702
"2018-2019",16,"HANSFORD COUNTY","MALE",741
"2018-2019",09,"HARDEMAN COUNTY","FEMALE",337
"2018-2019",09,"HARDEMAN COUNTY","MALE",363
"2018-2019",05,"HARDIN COUNTY","FEMALE",5312
"2018-2019",05,"HARDIN COUNTY","MALE",5728
"2018-2019",04,"HARRIS COUNTY","FEMALE",437615
"2018-2019",04,"HARRIS COUNTY","MALE",458140
"2018-2019",07,"HARRISON COUNTY","FEMALE",8857
"2018-2019",07,"HARRISON COUNTY","MALE",8631
"2018-2019",16,"HARTLEY COUNTY","FEMALE",219
"2018-2019",16,"HARTLEY COUNTY","MALE",186
"2018-2019",14,"HASKELL COUNTY","FEMALE",399
"2018-2019",14,"HASKELL COUNTY","MALE",407
"2018-2019",13,"HAYS COUNTY","FEMALE",18539
"2018-2019",13,"HAYS COUNTY","MALE",19429
"2018-2019",16,"HEMPHILL COUNTY","FEMALE",438
"2018-2019",16,"HEMPHILL COUNTY","MALE",468
"2018-2019",07,"HENDERSON COUNTY","FEMALE",3456
"2018-2019",10,"HENDERSON COUNTY","FEMALE",1410
"2018-2019",07,"HENDERSON COUNTY","MALE",3622
"2018-2019",10,"HENDERSON COUNTY","MALE",1601
"2018-2019",01,"HIDALGO COUNTY","FEMALE",120383
"2018-2019",01,"HIDALGO COUNTY","MALE",124961
"2018-2019",12,"HILL COUNTY","FEMALE",3242
"2018-2019",12,"HILL COUNTY","MALE",3421
"2018-2019",17,"HOCKLEY COUNTY","FEMALE",2314
"2018-2019",17,"HOCKLEY COUNTY","MALE",2506
"2018-2019",11,"HOOD COUNTY","FEMALE",4154
"2018-2019",11,"HOOD COUNTY","MALE",4502
"2018-2019",08,"HOPKINS COUNTY","FEMALE",3329
"2018-2019",08,"HOPKINS COUNTY","MALE",3526
"2018-2019",06,"HOUSTON COUNTY","FEMALE",1547
"2018-2019",06,"HOUSTON COUNTY","MALE",1607
"2018-2019",18,"HOWARD COUNTY","FEMALE",2926
"2018-2019",18,"HOWARD COUNTY","MALE",2991
"2018-2019",19,"HUDSPETH COUNTY","FEMALE",288
"2018-2019",19,"HUDSPETH COUNTY","MALE",294
"2018-2019",10,"HUNT COUNTY","FEMALE",7411
"2018-2019",10,"HUNT COUNTY","MALE",7904
"2018-2019",16,"HUTCHINSON COUNTY","FEMALE",2060
"2018-2019",16,"HUTCHINSON COUNTY","MALE",2169
"2018-2019",15,"IRION COUNTY","FEMALE",127
"2018-2019",15,"IRION COUNTY","MALE",139
"2018-2019",09,"JACK COUNTY","FEMALE",770
"2018-2019",09,"JACK COUNTY","MALE",874
"2018-2019",03,"JACKSON COUNTY","FEMALE",1740
"2018-2019",03,"JACKSON COUNTY","MALE",1763
"2018-2019",05,"JASPER COUNTY","FEMALE",3051
"2018-2019",05,"JASPER COUNTY","MALE",3237
"2018-2019",18,"JEFF DAVIS COUNTY","FEMALE",132
"2018-2019",18,"JEFF DAVIS COUNTY","MALE",134
"2018-2019",05,"JEFFERSON COUNTY","FEMALE",20378
"2018-2019",05,"JEFFERSON COUNTY","MALE",21404
"2018-2019",01,"JIM HOGG COUNTY","FEMALE",561
"2018-2019",01,"JIM HOGG COUNTY","MALE",595
"2018-2019",02,"JIM WELLS COUNTY","FEMALE",3837
"2018-2019",02,"JIM WELLS COUNTY","MALE",4178
"2018-2019",11,"JOHNSON COUNTY","FEMALE",17284
"2018-2019",11,"JOHNSON COUNTY","MALE",18659
"2018-2019",14,"JONES COUNTY","FEMALE",1264
"2018-2019",14,"JONES COUNTY","MALE",1418
"2018-2019",03,"KARNES COUNTY","FEMALE",1058
"2018-2019",20,"KARNES COUNTY","FEMALE",167
"2018-2019",03,"KARNES COUNTY","MALE",1058
"2018-2019",20,"KARNES COUNTY","MALE",196
"2018-2019",10,"KAUFMAN COUNTY","FEMALE",14854
"2018-2019",10,"KAUFMAN COUNTY","MALE",15738
"2018-2019",13,"KENDALL COUNTY","FEMALE",536
"2018-2019",20,"KENDALL COUNTY","FEMALE",4560
"2018-2019",13,"KENDALL COUNTY","MALE",566
"2018-2019",20,"KENDALL COUNTY","MALE",4733
"2018-2019",02,"KENEDY COUNTY","FEMALE",29
"2018-2019",02,"KENEDY COUNTY","MALE",35
"2018-2019",17,"KENT COUNTY","FEMALE",71
"2018-2019",17,"KENT COUNTY","MALE",81
"2018-2019",20,"KERR COUNTY","FEMALE",3373
"2018-2019",20,"KERR COUNTY","MALE",3546
"2018-2019",15,"KIMBLE COUNTY","FEMALE",301
"2018-2019",15,"KIMBLE COUNTY","MALE",304
"2018-2019",17,"KING COUNTY","FEMALE",62
"2018-2019",17,"KING COUNTY","MALE",44
"2018-2019",20,"KINNEY COUNTY","FEMALE",264
"2018-2019",20,"KINNEY COUNTY","MALE",296
"2018-2019",02,"KLEBERG COUNTY","FEMALE",2604
"2018-2019",02,"KLEBERG COUNTY","MALE",2649
"2018-2019",09,"KNOX COUNTY","FEMALE",404
"2018-2019",09,"KNOX COUNTY","MALE",375
"2018-2019",20,"LA SALLE COUNTY","FEMALE",678
"2018-2019",20,"LA SALLE COUNTY","MALE",669
"2018-2019",08,"LAMAR COUNTY","FEMALE",4186
"2018-2019",08,"LAMAR COUNTY","MALE",4310
"2018-2019",17,"LAMB COUNTY","FEMALE",1399
"2018-2019",17,"LAMB COUNTY","MALE",1515
"2018-2019",12,"LAMPASAS COUNTY","FEMALE",1823
"2018-2019",12,"LAMPASAS COUNTY","MALE",1824
"2018-2019",03,"LAVACA COUNTY","FEMALE",1223
"2018-2019",03,"LAVACA COUNTY","MALE",1214
"2018-2019",13,"LEE COUNTY","FEMALE",1528
"2018-2019",13,"LEE COUNTY","MALE",1522
"2018-2019",06,"LEON COUNTY","FEMALE",1539
"2018-2019",06,"LEON COUNTY","MALE",1612
"2018-2019",04,"LIBERTY COUNTY","FEMALE",7346
"2018-2019",05,"LIBERTY COUNTY","FEMALE",1308
"2018-2019",04,"LIBERTY COUNTY","MALE",8072
"2018-2019",05,"LIBERTY COUNTY","MALE",1398
"2018-2019",12,"LIMESTONE COUNTY","FEMALE",1837
"2018-2019",12,"LIMESTONE COUNTY","MALE",2051
"2018-2019",16,"LIPSCOMB COUNTY","FEMALE",386
"2018-2019",16,"LIPSCOMB COUNTY","MALE",365
"2018-2019",02,"LIVE OAK COUNTY","FEMALE",808
"2018-2019",02,"LIVE OAK COUNTY","MALE",899
"2018-2019",13,"LLANO COUNTY","FEMALE",836
"2018-2019",13,"LLANO COUNTY","MALE",944
"2018-2019",17,"LUBBOCK COUNTY","FEMALE",24804
"2018-2019",17,"LUBBOCK COUNTY","MALE",25901
"2018-2019",17,"LYNN COUNTY","FEMALE",688
"2018-2019",17,"LYNN COUNTY","MALE",823
"2018-2019",06,"MADISON COUNTY","FEMALE",1357
"2018-2019",06,"MADISON COUNTY","MALE",1381
"2018-2019",08,"MARION COUNTY","FEMALE",652
"2018-2019",08,"MARION COUNTY","MALE",672
"2018-2019",18,"MARTIN COUNTY","FEMALE",632
"2018-2019",18,"MARTIN COUNTY","MALE",721
"2018-2019",15,"MASON COUNTY","FEMALE",330
"2018-2019",15,"MASON COUNTY","MALE",385
"2018-2019",03,"MATAGORDA COUNTY","FEMALE",3513
"2018-2019",03,"MATAGORDA COUNTY","MALE",3742
"2018-2019",20,"MAVERICK COUNTY","FEMALE",7057
"2018-2019",20,"MAVERICK COUNTY","MALE",7504
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE",639
"2018-2019",15,"MCCULLOCH COUNTY","MALE",761
"2018-2019",12,"MCLENNAN COUNTY","FEMALE",26303
"2018-2019",12,"MCLENNAN COUNTY","MALE",27854
"2018-2019",02,"MCMULLEN COUNTY","FEMALE",145
"2018-2019",02,"MCMULLEN COUNTY","MALE",144
"2018-2019",20,"MEDINA COUNTY","FEMALE",5239
"2018-2019",20,"MEDINA COUNTY","MALE",5577
"2018-2019",15,"MENARD COUNTY","FEMALE",150
"2018-2019",15,"MENARD COUNTY","MALE",155
"2018-2019",18,"MIDLAND COUNTY","FEMALE",14303
"2018-2019",18,"MIDLAND COUNTY","MALE",15147
"2018-2019",06,"MILAM COUNTY","FEMALE",1980
"2018-2019",13,"MILAM COUNTY","FEMALE",274
"2018-2019",06,"MILAM COUNTY","MALE",2071
"2018-2019",13,"MILAM COUNTY","MALE",283
"2018-2019",12,"MILLS COUNTY","FEMALE",466
"2018-2019",12,"MILLS COUNTY","MALE",534
"2018-2019",14,"MITCHELL COUNTY","FEMALE",662
"2018-2019",14,"MITCHELL COUNTY","MALE",715
"2018-2019",09,"MONTAGUE COUNTY","FEMALE",1653
"2018-2019",09,"MONTAGUE COUNTY","MALE",1780
"2018-2019",06,"MONTGOMERY COUNTY","FEMALE",54689
"2018-2019",06,"MONTGOMERY COUNTY","MALE",57659
"2018-2019",16,"MOORE COUNTY","FEMALE",2304
"2018-2019",16,"MOORE COUNTY","MALE",2552
"2018-2019",08,"MORRIS COUNTY","FEMALE",883
"2018-2019",08,"MORRIS COUNTY","MALE",1022
"2018-2019",17,"MOTLEY COUNTY","FEMALE",72
"2018-2019",17,"MOTLEY COUNTY","MALE",90
"2018-2019",07,"NACOGDOCHES COUNTY","FEMALE",5364
"2018-2019",07,"NACOGDOCHES COUNTY","MALE",5752
"2018-2019",12,"NAVARRO COUNTY","FEMALE",4812
"2018-2019",12,"NAVARRO COUNTY","MALE",5292
"2018-2019",05,"NEWTON COUNTY","FEMALE",894
"2018-2019",05,"NEWTON COUNTY","MALE",1002
"2018-2019",14,"NOLAN COUNTY","FEMALE",1526
"2018-2019",14,"NOLAN COUNTY","MALE",1672
"2018-2019",02,"NUECES COUNTY","FEMALE",29768
"2018-2019",02,"NUECES COUNTY","MALE",31580
"2018-2019",16,"OCHILTREE COUNTY","FEMALE",1111
"2018-2019",16,"OCHILTREE COUNTY","MALE",1127
"2018-2019",16,"OLDHAM COUNTY","FEMALE",467
"2018-2019",16,"OLDHAM COUNTY","MALE",515
"2018-2019",05,"ORANGE COUNTY","FEMALE",7178
"2018-2019",05,"ORANGE COUNTY","MALE",7910
"2018-2019",11,"PALO PINTO COUNTY","FEMALE",2194
"2018-2019",11,"PALO PINTO COUNTY","MALE",2348
"2018-2019",07,"PANOLA COUNTY","FEMALE",1917
"2018-2019",07,"PANOLA COUNTY","MALE",2102
"2018-2019",11,"PARKER COUNTY","FEMALE",10770
"2018-2019",11,"PARKER COUNTY","MALE",11563
"2018-2019",16,"PARMER COUNTY","FEMALE",1143
"2018-2019",16,"PARMER COUNTY","MALE",1213
"2018-2019",18,"PECOS COUNTY","FEMALE",1514
"2018-2019",18,"PECOS COUNTY","MALE",1610
"2018-2019",06,"POLK COUNTY","FEMALE",3281
"2018-2019",06,"POLK COUNTY","MALE",3544
"2018-2019",16,"POTTER COUNTY","FEMALE",17833
"2018-2019",16,"POTTER COUNTY","MALE",18625
"2018-2019",18,"PRESIDIO COUNTY","FEMALE",767
"2018-2019",18,"PRESIDIO COUNTY","MALE",761
"2018-2019",07,"RAINS COUNTY","FEMALE",810
"2018-2019",07,"RAINS COUNTY","MALE",912
"2018-2019",16,"RANDALL COUNTY","FEMALE",4928
"2018-2019",16,"RANDALL COUNTY","MALE",5238
"2018-2019",18,"REAGAN COUNTY","FEMALE",426
"2018-2019",18,"REAGAN COUNTY","MALE",449
"2018-2019",20,"REAL COUNTY","FEMALE",255
"2018-2019",20,"REAL COUNTY","MALE",262
"2018-2019",08,"RED RIVER COUNTY","FEMALE",1042
"2018-2019",08,"RED RIVER COUNTY","MALE",1095
"2018-2019",18,"REEVES COUNTY","FEMALE",1407
"2018-2019",18,"REEVES COUNTY","MALE",1576
"2018-2019",03,"REFUGIO COUNTY","FEMALE",631
"2018-2019",03,"REFUGIO COUNTY","MALE",639
"2018-2019",16,"ROBERTS COUNTY","FEMALE",117
"2018-2019",16,"ROBERTS COUNTY","MALE",102
"2018-2019",06,"ROBERTSON COUNTY","FEMALE",1608
"2018-2019",06,"ROBERTSON COUNTY","MALE",1727
"2018-2019",10,"ROCKWALL COUNTY","FEMALE",11132
"2018-2019",10,"ROCKWALL COUNTY","MALE",11624
"2018-2019",15,"RUNNELS COUNTY","FEMALE",971
"2018-2019",15,"RUNNELS COUNTY","MALE",1033
"2018-2019",07,"RUSK COUNTY","FEMALE",3944
"2018-2019",07,"RUSK COUNTY","MALE",4027
"2018-2019",07,"SABINE COUNTY","FEMALE",742
"2018-2019",07,"SABINE COUNTY","MALE",768
"2018-2019",07,"SAN AUGUSTINE COUNTY","FEMALE",576
"2018-2019",07,"SAN AUGUSTINE COUNTY","MALE",576
"2018-2019",06,"SAN JACINTO COUNTY","FEMALE",1713
"2018-2019",06,"SAN JACINTO COUNTY","MALE",1895
"2018-2019",02,"SAN PATRICIO COUNTY","FEMALE",6803
"2018-2019",02,"SAN PATRICIO COUNTY","MALE",7299
"2018-2019",15,"SAN SABA COUNTY","FEMALE",474
"2018-2019",15,"SAN SABA COUNTY","MALE",525
"2018-2019",15,"SCHLEICHER COUNTY","FEMALE",250
"2018-2019",15,"SCHLEICHER COUNTY","MALE",265
"2018-2019",14,"SCURRY COUNTY","FEMALE",1503
"2018-2019",14,"SCURRY COUNTY","MALE",1667
"2018-2019",14,"SHACKELFORD COUNTY","FEMALE",291
"2018-2019",14,"SHACKELFORD COUNTY","MALE",315
"2018-2019",07,"SHELBY COUNTY","FEMALE",2585
"2018-2019",07,"SHELBY COUNTY","MALE",2807
"2018-2019",16,"SHERMAN COUNTY","FEMALE",364
"2018-2019",16,"SHERMAN COUNTY","MALE",385
"2018-2019",07,"SMITH COUNTY","FEMALE",18862
"2018-2019",07,"SMITH COUNTY","MALE",20093
"2018-2019",11,"SOMERVELL COUNTY","FEMALE",1044
"2018-2019",11,"SOMERVELL COUNTY","MALE",1051
"2018-2019",01,"STARR COUNTY","FEMALE",8247
"2018-2019",01,"STARR COUNTY","MALE",8398
"2018-2019",14,"STEPHENS COUNTY","FEMALE",718
"2018-2019",14,"STEPHENS COUNTY","MALE",763
"2018-2019",15,"STERLING COUNTY","FEMALE",160
"2018-2019",15,"STERLING COUNTY","MALE",167
"2018-2019",14,"STONEWALL COUNTY","FEMALE",118
"2018-2019",14,"STONEWALL COUNTY","MALE",106
"2018-2019",15,"SUTTON COUNTY","FEMALE",383
"2018-2019",15,"SUTTON COUNTY","MALE",425
"2018-2019",16,"SWISHER COUNTY","FEMALE",762
"2018-2019",16,"SWISHER COUNTY","MALE",847
"2018-2019",11,"TARRANT COUNTY","FEMALE",174737
"2018-2019",11,"TARRANT COUNTY","MALE",184349
"2018-2019",14,"TAYLOR COUNTY","FEMALE",17966
"2018-2019",14,"TAYLOR COUNTY","MALE",17960
"2018-2019",18,"TERRELL COUNTY","FEMALE",62
"2018-2019",18,"TERRELL COUNTY","MALE",59
"2018-2019",17,"TERRY COUNTY","FEMALE",1149
"2018-2019",17,"TERRY COUNTY","MALE",1205
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE",138
"2018-2019",09,"THROCKMORTON COUNTY","MALE",153
"2018-2019",08,"TITUS COUNTY","FEMALE",3498
"2018-2019",08,"TITUS COUNTY","MALE",3565
"2018-2019",15,"TOM GREEN COUNTY","FEMALE",10468
"2018-2019",15,"TOM GREEN COUNTY","MALE",10927
"2018-2019",13,"TRAVIS COUNTY","FEMALE",91326
"2018-2019",13,"TRAVIS COUNTY","MALE",95752
"2018-2019",06,"TRINITY COUNTY","FEMALE",1104
"2018-2019",06,"TRINITY COUNTY","MALE",1160
"2018-2019",05,"TYLER COUNTY","FEMALE",1776
"2018-2019",05,"TYLER COUNTY","MALE",1837
"2018-2019",07,"UPSHUR COUNTY","FEMALE",3561
