 
System ID, System Name, AUT,  BL,  D,  DB,  EBD,  HH,  MID,  MoID, OHI,  OI,  PID,  SDD,  SI,  SID,  SLD,  TBI,  VI 
"628","Cherokee County","635","*","14","*","235","31","124","83","801","16","17","695","644","28","2224","*","19"
"769","Chickamauga City","*","*","*","*","*","*","*","*","30","*","*","*","*","*","39","*","*"
"773","City Schools of Decatur","75","*","*","*","28","*","10","*","106","*","*","45","53","*","169","*","*"
"629","Clarke County","229","*","*","*","111","19","122","44","245","*","*","324","204","15","656","*","*"
"630","Clay County","*","*","*","*","*","*","*","*","*","*","*","11","22","*","*","*","*"
"631","Clayton County","606","*","*","*","356","45","358","194","716","13","*","709","418","70","2488","11","12"
"632","Clinch County","20","*","*","*","*","*","12","*","32","*","*","18","15","*","48","*","*"
"633","Cobb County","2040","*","25","*","657","138","454","230","2394","86","31","1761","1827","66","5580","31","28"
"634","Coffee County","63","*","*","*","10","*","73","19","122","*","*","106","189","*","204","*","*"
"635","Colquitt County","59","*","*","*","42","10","60","62","68","*","*","146","83","*","601","*","*"
"636","Columbia County","388","*","10","*","86","15","85","65","590","*","*","457","534","19","604","*","11"
"771","Commerce City","10","*","*","*","15","*","*","*","29","*","*","26","25","*","88","*","*"
"637","Cook County","27","*","*","*","17","*","22","10","59","*","*","56","86","*","116","*","*"
"638","Coweta County","227","*","*","*","130","17","105","46","551","26","*","284","374","13","755","*","14"
"639","Crawford County","47","*","*","*","15","*","32","*","11","*","*","17","24","*","99","*","*"
"640","Crisp County","30","*","*","*","12","*","54","21","52","*","*","104","101","*","127","*","*"
"641","Dade County","29","*","*","*","*","*","23","*","65","*","*","44","46","*","125","*","*"
"772","Dalton Public Schools","82","*","*","*","17","*","27","27","81","*","*","109","129","*","416","*","11"
"642","Dawson County","40","*","*","*","40","*","12","*","98","*","*","81","66","*","222","*","*"
"644","DeKalb County","1728","17","26","*","513","43","582","262","1360","28","52","1007","760","79","4041","21","19"
"643","Decatur County","49","*","*","*","29","10","43","32","99","*","*","55","73","*","96","*","*"
"890","Department of Corrections","*","*","*","*","*","*","*","*","*","*","*","*","*","*","21","*","*"
"891","Department of Juvenile Justice","*","*","*","*","121","*","18","*","96","*","*","*","*","*","84","*","*"
"645","Dodge County","30","*","*","*","29","*","34","25","67","*","*","24","61","*","165","*","*"
"646","Dooly County","*","*","*","*","*","*","16","*","*","*","*","*","36","*","14","*","*"
"647","Dougherty County","119","*","*","*","58","*","207","106","132","*","10","232","216","16","446","*","*"
"648","Douglas County","254","*","*","*","143","23","142","56","540","23","*","718","407","12","1431","*","13"
"774","Dublin City","28","*","*","*","14","*","42","11","61","*","*","39","21","*","52","*","*"
"649","Early County","*","*","*","*","21","*","41","16","28","*","*","37","48","*","45","*","*"
"650","Echols County","*","*","*","*","*","*","*","*","*","*","*","*","19","*","28","*","*"
"651","Effingham County","163","*","*","*","87","*","60","31","462","*","*","307","312","*","453","*","*"
"652","Elbert County","27","*","*","*","*","*","21","13","93","*","*","73","76","*","111","*","*"
"653","Emanuel County","47","*","*","*","20","*","68","17","175","*","*","88","67","*","107","*","*"
"654","Evans County","18","*","*","*","*","*","17","*","20","*","*","43","38","*","93","*","*"
"655","Fannin County","51","*","*","*","23","*","24","11","56","*","*","53","48","*","162","*","*"
"656","Fayette County","235","*","*","*","81","25","61","38","432","*","*","155","310","*","752","*","*"
"657","Floyd County","160","*","*","*","97","*","49","25","232","*","*","151","295","*","331","*","*"
"658","Forsyth County","751","*","19","*","173","43","115","95","1020","24","*","756","1830","34","1738","*","10"
"659","Franklin County","41","*","*","*","21","*","32","10","72","*","*","83","73","*","203","*","*"
"660","Fulton County","1312","13","16","*","434","91","377","207","1514","49","*","1064","1173","59","3599","16","16"
"776","Gainesville City","46","*","*","*","28","*","20","13","63","*","*","140","91","13","313","*","*"
"661","Gilmer County","33","*","*","*","21","*","24","12","60","*","*","61","26","*","170","*","*"
"662","Glascock County","*","*","*","*","*","*","*","*","10","*","*","*","11","*","23","*","*"
"663","Glynn County","221","*","*","*","111","20","79","46","273","*","*","225","175","*","746","*","*"
"664","Gordon County","55","*","*","*","30","*","28","22","164","*","*","143","58","*","241","*","*"
"665","Grady County","57","*","11","*","33","*","28","22","68","*","*","47","87","*","139","*","*"
"666","Greene County","27","*","*","*","23","*","14","10","30","*","*","49","33","*","125","*","*"
"726","Griffin-Spalding County","95","*","*","*","59","*","77","37","177","*","*","175","137","10","494","*","*"
"667","Gwinnett County","3233","27","58","*","861","112","560","437","2762","78","38","2581","2511","165","10526","31","52"
"668","Habersham County","59","*","*","*","33","*","37","20","153","*","*","165","246","*","449","*","*"
"669","Hall County","343","*","*","*","94","11","154","64","515","21","*","467","405","11","1779","*","*"
"670","Hancock County","*","*","*","*","*","*","19","*","18","*","*","11","21","*","13","*","*"
"671","Haralson County","27","*","*","*","26","*","35","*","87","*","*","88","60","*","234","*","*"
"672","Harris County","59","*","*","*","15","*","*","19","149","*","*","44","117","*","176","*","*"
"673","Hart County","37","*","*","*","19","*","17","*","85","*","*","62","85","*","224","*","*"
"674","Heard County","14","*","*","*","*","*","*","*","37","*","*","43","48","*","98","*","*"
"675","Henry County","744","*","*","*","256","32","191","137","953","36","17","553","641","42","2240","*","15"
"676","Houston County","501","*","*","*","260","35","211","90","907","21","11","388","580","26","915","*","*"
"677","Irwin County","*","*","*","*","18","*","22","11","31","*","*","37","38","*","90","*","*"
"678","Jackson County","116","*","*","*","68","*","64","22","201","*","*","151","306","13","315","*","*"
"679","Jasper County","22","*","*","*","16","*","15","*","69","*","*","31","29","*","78","*","*"
"680","Jeff Davis County","17","*","*","*","13","*","24","*","66","*","*","63","73","*","100","*","*"
"779","Jefferson City","38","*","*","*","23","*","12","*","75","*","*","59","93","*","112","*","*"
"681","Jefferson County","33","*","*","*","10","*","22","15","44","*","*","52","37","*","124","*","*"
"682","Jenkins County","*","*","*","*","*","*","16","*","14","*","*","21","23","*","25","*","*"
"683","Johnson County","15","*","*","*","19","*","*","*","22","*","*","18","10","*","47","*","*"
"684","Jones County","75","*","*","*","33","*","30","21","99","*","*","44","113","*","328","*","*"
"685","Lamar County","33","*","*","*","17","*","29","*","51","*","*","28","36","*","106","*","*"
"686","Lanier County","18","*","*","*","13","*","22","*","30","*","*","41","21","*","72","*","*"
"687","Laurens County","66","*","*","*","62","*","40","15","230","*","*","60","86","*","102","*","*"
"688","Lee County","63","*","*","*","40","*","45","33","69","*","*","88","144","10","131","*","*"
"689","Liberty County","167","*","*","*","60","*","56","37","265","*","*","134","195","11","375","*","*"
"690","Lincoln County","18","*","*","*","*","*","*","*","32","*","*","16","15","*","33","*","*"
"691","Long County","48","*","*","*","20","*","16","19","71","*","*","54","90","*","179","*","*"
"692","Lowndes County","183","*","*","*","46","11","62","32","196","*","*","145","279","*","516","*","*"
"693","Lumpkin County","48","*","*","*","27","*","21","*","97","*","*","80","114","*","226","*","*"
"694","Macon County","*","*","*","*","*","*","13","*","11","*","*","28","25","*","26","*","*"
"695","Madison County","68","*","*","*","42","*","46","17","114","*","*","159","159","*","290","*","*"
"781","Marietta City","94","*","*","*","38","16","33","17","155","*","*","80","134","*","368","*","*"
"696","Marion County","12","*","*","*","*","*","*","*","20","*","*","*","49","*","50","*","*"
"697","McDuffie County","44","*","*","*","19","*","30","*","97","*","*","106","74","*","184","*","*"
"698","McIntosh County","*","*","*","*","20","*","12","*","41","*","*","14","45","*","72","*","*"
"699","Meriwether County","20","*","*","*","21","*","32","17","75","*","*","53","67","*","174","*","*"
"700","Miller County","11","*","*","*","*","*","*","*","16","*","*","17","10","*","53","*","*"
"701","Mitchell County","*","*","*","*","*","*","21","12","11","*","*","23","12","*","38","*","*"
"702","Monroe County","29","*","*","*","39","*","23","23","109","*","*","65","128","*","198","*","*"
"703","Montgomery County","*","*","*","*","*","*","*","*","17","*","*","20","21","*","27","*","*"
"704","Morgan County","39","*","*","*","34","*","15","*","53","*","*","59","26","*","155","*","*"
"705","Murray County","66","*","*","*","15","*","62","25","172","*","*","64","75","*","309","*","*"
"706","Muscogee County","562","*","*","*","190","33","205","100","1141","11","*","399","579","30","1619","*","*"
"707","Newton County","285","*","*","*","84","11","92","50","615","11","*","400","232","11","835","*","10"
"708","Oconee County","112","*","*","*","35","*","22","13","127","*","*","76","230","*","358","*","*"
"709","Oglethorpe County","30","*","*","*","20","*","12","11","48","*","*","29","49","*","76","*","*"
"710","Paulding County","450","*","*","*","191","26","117","49","743","*","*","581","508","23","1824","*","*"
"711","Peach County","64","*","*","*","26","*","43","19","52","*","*","35","66","*","125","*","*"
"784","Pelham City","13","*","*","*","*","*","14","*","26","*","*","14","29","*","60","*","*"
"712","Pickens County","57","*","*","*","79","*","25","16","109","*","*","62","100","*","264","*","*"
"713","Pierce County","25","*","*","*","12","*","22","12","71","*","*","47","96","*","139","*","*"
"714","Pike County","29","*","*","*","*","*","12","11","54","*","*","26","46","*","115","*","*"
"715","Polk County","78","*","*","*","43","*","55","33","151","*","*","114","176","*","440","*","*"
"716","Pulaski County","*","*","*","*","10","*","*","*","34","*","*","33","21","*","55","*","*"
"717","Putnam County","34","*","*","*","19","*","22","*","82","*","*","49","34","*","191","*","*"
"718","Quitman County","*","*","*","*","*","*","*","*","*","*","*","*","17","*","22","*","*"
"719","Rabun County","16","*","*","*","17","*","16","*","55","*","*","45","16","*","129","*","*"
"720","Randolph County","*","*","*","*","10","*","10","*","15","*","*","10","20","*","41","*","*"
"721","Richmond County","307","*","*","*","123","23","262","113","743","*","15","490","337","29","1305","*","*"
"722","Rockdale County","228","*","*","*","86","*","92","53","311","*","*","217","174","19","811","*","*"
"785","Rome City","68","*","*","*","46","*","48","20","55","*","*","140","72","*","176","*","*"
"625","Savannah-Chatham County","463","*","19","*","279","25","223","129","850","15","*","647","965","17","1152","10","*"
"723","Schley County","*","*","*","*","*","*","*","*","10","*","*","15","57","*","38","*","*"
"724","Screven County","16","*","*","*","19","*","30","15","51","*","*","46","65","*","134","*","*"
"725","Seminole County","17","*","*","*","*","*","12","*","16","*","*","17","*","*","26","*","*"
"786","Social Circle City","15","*","*","*","10","*","13","*","38","*","*","17","31","*","49","*","*"
"7830623","State Charter Schools II- Academy For Classical Education","*","*","*","*","*","*","*","*","*","*","*","*","14","*","12","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","*","*","*","*","*","*","*","*","11","*","*","*","*","*","38","*","*"
"7830630","State Charter Schools II- Baconton Community Charter School","*","*","*","*","*","*","*","*","*","*","*","*","18","*","36","*","*"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","14","*","*"
"7830611","State Charter Schools II- Cirrus Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830610","State Charter Schools II- Coweta Charter Academy","*","*","*","*","*","*","*","*","13","*","*","15","20","*","22","*","*"
"7830628","State Charter Schools II- Ethos Classical Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","*","*","*","*","*","*","*","*","12","*","*","*","*","*","34","*","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830619","State Charter Schools II- International Academy of Smyrna","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830620","State Charter Schools II- International Charter Academy of Georgia","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","*","*","*","*","*","*","*","*","11","*","*","*","11","*","12","*","*"
"7830210","State Charter Schools II- Pataula Charter Academy","*","*","*","*","*","*","*","*","*","*","*","10","*","*","17","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*","*","*"
"7830621","State Charter Schools II- SLAM Academy of Atlanta","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","11","*","15","*","*"
"7830624","State Charter Schools II- Spring Creek Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","*","*","*","*","*","*","*","*","14","*","*","*","*","*","15","*","*"
"7820212","State Charter Schools- Cherokee Charter Academy","13","*","*","*","*","*","*","*","18","*","*","13","11","*","29","*","*"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","*","*","*","*","18","*","*","*","35","*","*","*","*","*","80","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","*","*","*","*","*","*","*","*","12","*","*","*","11","*","30","*","*"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","*","*","*","*","45","*","15","*","99","*","*","*","*","*","136","*","*"
"7820412","State Charter Schools- Georgia Connections Academy","106","*","*","*","51","*","21","*","157","*","*","*","16","*","185","*","*"
"7820120","State Charter Schools- Georgia Cyber Academy","236","*","*","*","80","*","65","28","295","18","*","61","100","*","511","*","*"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","*","*","*","*","*","*","*","*","12","*","*","14","19","*","21","*","*"
"7820614","State Charter Schools- International Charter School of Atlanta","*","*","*","*","*","*","*","*","13","*","*","*","18","*","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","*","*","*","*","*","*","*","*","*","*","*","*","*","*","22","*","*"
"7820108","State Charter Schools- Mountain Education Charter High School","10","*","*","*","38","*","*","*","92","*","*","*","*","*","153","*","*"
"7820110","State Charter Schools- Odyssey Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*"
"7820615","State Charter Schools- Scintilla Charter Academy","*","*","*","*","*","*","*","*","13","*","*","*","22","*","19","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","20","*","*"
"799","State Schools","13","*","*","*","*","200","27","15","12","*","*","*","*","*","*","*","39"
"727","Stephens County","40","*","*","*","31","*","30","12","97","*","*","161","55","*","184","*","*"
"728","Stewart County","*","*","*","*","*","*","*","*","*","*","*","*","12","*","24","*","*"
"729","Sumter County","39","*","*","*","41","*","56","16","46","*","*","112","159","*","116","*","*"
"730","Talbot County","*","*","*","*","10","*","*","*","*","*","*","*","13","*","18","*","*"
"731","Taliaferro County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"732","Tattnall County","22","*","*","*","*","*","36","12","53","*","*","68","84","*","223","*","*"
"733","Taylor County","*","*","*","*","25","*","17","*","19","*","*","25","47","*","42","*","*"
"734","Telfair County","*","*","*","*","13","*","28","*","33","*","*","20","38","*","38","*","*"
"735","Terrell County","10","*","*","*","17","*","13","*","*","*","*","17","41","*","35","*","*"
"736","Thomas County","71","*","*","*","50","*","41","15","250","*","*","129","146","*","270","*","*"
"745","Thomaston-Upson County","41","*","*","*","22","*","25","18","95","*","*","70","43","*","240","*","*"
"789","Thomasville City","56","*","*","*","52","*","17","*","68","*","*","34","41","*","82","*","*"
"737","Tift County","49","*","*","*","39","*","48","25","64","*","*","158","134","*","301","*","*"
"738","Toombs County","30","*","*","*","12","*","41","*","42","*","*","82","90","*","140","*","*"
"740","Treutlen County","15","*","*","*","12","*","*","*","28","*","*","34","19","*","39","*","*"
"791","Trion City","*","*","*","*","*","*","*","*","27","*","*","*","27","*","31","*","*"
"741","Troup County","75","*","*","*","53","*","72","25","286","*","*","206","187","*","318","*","*"
"742","Turner County","13","*","*","*","*","*","19","*","13","*","*","27","31","*","39","*","*"
"743","Twiggs County","*","*","*","*","*","*","14","*","29","*","*","*","10","*","21","*","*"
"744","Union County","36","*","*","*","20","*","10","*","79","*","*","69","73","*","124","*","*"
"792","Valdosta City","131","*","*","*","58","15","70","45","107","*","*","175","160","20","310","*","*"
"793","Vidalia City","21","*","*","*","*","*","22","*","26","*","*","51","58","*","99","*","*"
"746","Walker County","170","*","*","*","50","*","73","27","385","*","*","152","146","10","562","*","*"
"747","Walton County","164","*","*","*","69","11","78","41","254","*","*","169","239","10","464","*","*"
"748","Ware County","98","*","*","*","38","*","57","24","186","*","*","157","152","*","302","*","*"
"749","Warren County","*","*","*","*","*","*","24","*","14","*","*","29","*","*","24","*","*"
"750","Washington County","19","*","*","*","23","*","49","11","57","*","*","67","72","*","120","*","*"
"751","Wayne County","65","*","*","*","34","*","36","20","147","*","*","107","183","*","226","*","*"
"752","Webster County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"753","Wheeler County","*","*","*","*","17","*","10","*","14","*","*","*","30","*","57","*","*"
"754","White County","46","*","*","*","19","*","27","12","95","*","*","82","86","*","187","*","*"
"755","Whitfield County","177","*","*","*","25","*","83","24","408","*","*","113","215","*","790","*","*"
"756","Wilcox County","11","*","*","*","*","*","12","11","19","*","*","12","19","*","64","*","*"
"757","Wilkes County","11","*","*","*","*","*","19","*","18","*","*","37","30","*","42","*","*"
"758","Wilkinson County","*","*","*","*","12","*","12","*","20","*","*","16","10","*","55","*","*"
"759","Worth County","24","*","*","*","20","*","17","15","28","*","*","46","64","*","47","*","*"
