Fiscal Year,LEA Entity ID,LEA Name,School Entity ID,School Name,Charter,Subgroup,❖ Dropout Percentage Rate
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Hispanic or Latino,0.98
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Homeless Cohort,*
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Income Eligibility 1 and 2,0
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Male,1.59
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Migrant Cohort,*
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Military Cohort,*
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Multiple Races,*
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Native Hawaiian or Pacific Islander,*
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,Students With Disabilities,0
2020,90199,"Academy Del Sol, Inc.",90770,Academy Del Sol - Hope,Y,White,0
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,All,12.2
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,American Indian or Alaska Native,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Asian,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Black/African American,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,ELL Cohort,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Female,6.25
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Foster Care Cohort,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Hispanic or Latino,12.5
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Homeless Cohort,11.54
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Income Eligibility 1 and 2,13.43
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Male,16
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Migrant Cohort,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Military Cohort,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Multiple Races,*
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,Students With Disabilities,0
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Y,White,10.58
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,All,0.83
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,American Indian or Alaska Native,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Asian,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Black/African American,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,ELL Cohort,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Female,1.47
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Foster Care Cohort,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Hispanic or Latino,0
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Homeless Cohort,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Income Eligibility 1 and 2,0
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Male,0
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Migrant Cohort,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Military Cohort,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Multiple Races,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,Students With Disabilities,*
2020,79961,"Academy of Mathematics and Science, Inc.",79094,Academy of Math and Science,Y,White,5.88
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,All,5.67
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,American Indian or Alaska Native,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Asian,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Black/African American,8.33
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,ELL Cohort,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Female,5.26
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Foster Care Cohort,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Hispanic or Latino,4.92
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Homeless Cohort,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Income Eligibility 1 and 2,1.75
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Male,6.1
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Migrant Cohort,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Military Cohort,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Multiple Races,*
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,Students With Disabilities,0
2020,92768,"Academy of Mathematics and Science, Inc.",92769,Academy of Math and Science Camelback,Y,White,15.38
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,All,1.05
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,American Indian or Alaska Native,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Black/African American,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,ELL Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Female,0.69
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Foster Care Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Hispanic or Latino,0.74
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Homeless Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Income Eligibility 1 and 2,0
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Male,1.42
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Migrant Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Military Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Multiple Races,*
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,Students With Disabilities,0
2020,90878,"Academy of Mathematics and Science South, Inc.",911531,Academy of Math and Science Desert Sky,Y,White,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,All,0.75
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,American Indian or Alaska Native,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Black/African American,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,ELL Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Female,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Foster Care Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Hispanic or Latino,0.98
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Homeless Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Income Eligibility 1 and 2,1.09
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Male,1.37
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Migrant Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Military Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Multiple Races,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,Students With Disabilities,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000119,Academy of Math and Science Glendale,Y,White,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,All,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,American Indian or Alaska Native,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Asian,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Black/African American,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,ELL Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Female,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Foster Care Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Hispanic or Latino,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Homeless Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Income Eligibility 1 and 2,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Male,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Migrant Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Military Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Multiple Races,*
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,Students With Disabilities,0
2020,90878,"Academy of Mathematics and Science South, Inc.",1000118,Academy of Math and Science Peoria Advanced,Y,White,0
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,All,6.94
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,American Indian or Alaska Native,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Black/African American,18.18
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,ELL Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Female,10.11
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Foster Care Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Hispanic or Latino,6.45
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Homeless Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Income Eligibility 1 and 2,0.79
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Male,3.57
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Migrant Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Military Cohort,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Multiple Races,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,Students With Disabilities,*
2020,90878,"Academy of Mathematics and Science South, Inc.",92197,Academy of Mathematics and Science South,Y,White,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,All,0.45
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,American Indian or Alaska Native,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Asian,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Black/African American,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,ELL Cohort,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Female,0
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Foster Care Cohort,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Hispanic or Latino,0
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Homeless Cohort,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Income Eligibility 1 and 2,0
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Male,1.01
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Migrant Cohort,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Military Cohort,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Multiple Races,4.17
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Native Hawaiian or Pacific Islander,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,Students With Disabilities,0
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Y,White,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,All,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,American Indian or Alaska Native,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Asian,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Black/African American,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,ELL Cohort,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Female,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Foster Care Cohort,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Hispanic or Latino,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Homeless Cohort,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Income Eligibility 1 and 2,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Male,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Migrant Cohort,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Military Cohort,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Multiple Races,0
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Native Hawaiian or Pacific Islander,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,Students With Disabilities,*
2020,78897,"Academy of Tucson, Inc.",79986,Academy of Tucson Middle School,Y,White,0
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,All,5.71
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,American Indian or Alaska Native,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Black/African American,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,ELL Cohort,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Female,5.75
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Foster Care Cohort,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Hispanic or Latino,5.76
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Homeless Cohort,10
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Income Eligibility 1 and 2,5.67
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Male,5.69
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Migrant Cohort,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Military Cohort,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Multiple Races,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Native Hawaiian or Pacific Islander,*
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,Students With Disabilities,13.33
2020,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Y,White,7.69
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,All,0.41
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,American Indian or Alaska Native,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Black/African American,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,ELL Cohort,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Female,0.9
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Foster Care Cohort,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Hispanic or Latino,0
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Homeless Cohort,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Income Eligibility 1 and 2,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Male,0
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Migrant Cohort,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Military Cohort,*
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Multiple Races,0
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,Students With Disabilities,0
2020,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Y,White,0.56
