"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2015-2016",10,"DALLAS COUNTY","ACADEMY OF DALLAS",057810,"OPEN ENROLLMENT CHARTER","Female",285
"2015-2016",10,"DALLAS COUNTY","ACADEMY OF DALLAS",057810,"OPEN ENROLLMENT CHARTER","Male",319
"2015-2016",04,"HARRIS COUNTY","ACCELERATED INTERMEDIATE ACADEMY",101849,"OPEN ENROLLMENT CHARTER","Female",151
"2015-2016",04,"HARRIS COUNTY","ACCELERATED INTERMEDIATE ACADEMY",101849,"OPEN ENROLLMENT CHARTER","Male",130
"2015-2016",16,"OLDHAM COUNTY","ADRIAN ISD",180903,"TRADITIONAL ISD/CSD","Female",73
"2015-2016",16,"OLDHAM COUNTY","ADRIAN ISD",180903,"TRADITIONAL ISD/CSD","Male",56
"2015-2016",10,"DALLAS COUNTY","ADVANTAGE ACADEMY",057806,"OPEN ENROLLMENT CHARTER","Female",915
"2015-2016",10,"DALLAS COUNTY","ADVANTAGE ACADEMY",057806,"OPEN ENROLLMENT CHARTER","Male",918
"2015-2016",02,"NUECES COUNTY","AGUA DULCE ISD",178901,"TRADITIONAL ISD/CSD","Female",180
"2015-2016",02,"NUECES COUNTY","AGUA DULCE ISD",178901,"TRADITIONAL ISD/CSD","Male",200
"2015-2016",20,"BEXAR COUNTY","ALAMO HEIGHTS ISD",015901,"TRADITIONAL ISD/CSD","Female",2400
"2015-2016",20,"BEXAR COUNTY","ALAMO HEIGHTS ISD",015901,"TRADITIONAL ISD/CSD","Male",2424
"2015-2016",07,"WOOD COUNTY","ALBA-GOLDEN ISD",250906,"TRADITIONAL ISD/CSD","Female",417
"2015-2016",07,"WOOD COUNTY","ALBA-GOLDEN ISD",250906,"TRADITIONAL ISD/CSD","Male",464
"2015-2016",14,"SHACKELFORD COUNTY","ALBANY ISD",209901,"TRADITIONAL ISD/CSD","Female",257
"2015-2016",14,"SHACKELFORD COUNTY","ALBANY ISD",209901,"TRADITIONAL ISD/CSD","Male",266
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"TRADITIONAL ISD/CSD","Female",34445
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"TRADITIONAL ISD/CSD","Male",35972
"2015-2016",11,"PARKER COUNTY","ALEDO ISD",184907,"TRADITIONAL ISD/CSD","Female",2539
"2015-2016",11,"PARKER COUNTY","ALEDO ISD",184907,"TRADITIONAL ISD/CSD","Male",2710
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"TRADITIONAL ISD/CSD","Female",2504
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"TRADITIONAL ISD/CSD","Male",2639
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"TRADITIONAL ISD/CSD","Female",22660
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"TRADITIONAL ISD/CSD","Male",24605
"2015-2016",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"OPEN ENROLLMENT CHARTER","Female",162
"2015-2016",04,"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL",101815,"OPEN ENROLLMENT CHARTER","Male",132
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"TRADITIONAL ISD/CSD","Female",10065
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"TRADITIONAL ISD/CSD","Male",10757
"2015-2016",10,"DALLAS COUNTY","ALPHA CHARTER SCHOOL",057832,"OPEN ENROLLMENT CHARTER","Female",68
"2015-2016",10,"DALLAS COUNTY","ALPHA CHARTER SCHOOL",057832,"OPEN ENROLLMENT CHARTER","Male",64
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"TRADITIONAL ISD/CSD","Female",496
"2015-2016",18,"BREWSTER COUNTY","ALPINE ISD",022901,"TRADITIONAL ISD/CSD","Male",586
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"TRADITIONAL ISD/CSD","Female",310
"2015-2016",07,"CHEROKEE COUNTY","ALTO ISD",037901,"TRADITIONAL ISD/CSD","Male",334
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"TRADITIONAL ISD/CSD","Female",1635
"2015-2016",11,"JOHNSON COUNTY","ALVARADO ISD",126901,"TRADITIONAL ISD/CSD","Male",1961
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"TRADITIONAL ISD/CSD","Female",10714
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"TRADITIONAL ISD/CSD","Male",11469
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"TRADITIONAL ISD/CSD","Female",335
"2015-2016",11,"WISE COUNTY","ALVORD ISD",249901,"TRADITIONAL ISD/CSD","Male",378
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"TRADITIONAL ISD/CSD","Female",16380
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"TRADITIONAL ISD/CSD","Male",17293
"2015-2016",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"OPEN ENROLLMENT CHARTER","Female",154
"2015-2016",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"OPEN ENROLLMENT CHARTER","Male",138
"2015-2016",17,"LAMB COUNTY","AMHERST ISD",140901,"TRADITIONAL ISD/CSD","Female",69
"2015-2016",17,"LAMB COUNTY","AMHERST ISD",140901,"TRADITIONAL ISD/CSD","Male",86
"2015-2016",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"OPEN ENROLLMENT CHARTER","Female",269
"2015-2016",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"OPEN ENROLLMENT CHARTER","Male",258
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"TRADITIONAL ISD/CSD","Female",639
"2015-2016",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"TRADITIONAL ISD/CSD","Male",664
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"TRADITIONAL ISD/CSD","Female",406
"2015-2016",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"TRADITIONAL ISD/CSD","Male",434
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"TRADITIONAL ISD/CSD","Female",1919
"2015-2016",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"TRADITIONAL ISD/CSD","Male",2057
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"TRADITIONAL ISD/CSD","Female",3292
"2015-2016",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"TRADITIONAL ISD/CSD","Male",3514
"2015-2016",10,"COLLIN COUNTY","ANNA ISD",043902,"TRADITIONAL ISD/CSD","Female",1484
"2015-2016",10,"COLLIN COUNTY","ANNA ISD",043902,"TRADITIONAL ISD/CSD","Male",1588
"2015-2016",14,"JONES COUNTY","ANSON ISD",127901,"TRADITIONAL ISD/CSD","Female",329
"2015-2016",14,"JONES COUNTY","ANSON ISD",127901,"TRADITIONAL ISD/CSD","Male",361
"2015-2016",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Female",403
"2015-2016",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Male",435
"2015-2016",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Female",118
"2015-2016",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Male",124
"2015-2016",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Female",100
"2015-2016",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Male",105
"2015-2016",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Female",135
"2015-2016",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Male",128
"2015-2016",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Female",1647
"2015-2016",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Male",1758
"2015-2016",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Female",891
"2015-2016",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Male",915
"2015-2016",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Female",223
"2015-2016",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Male",241
"2015-2016",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Female",1029
"2015-2016",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Male",1214
"2015-2016",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Female",311
"2015-2016",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Male",333
"2015-2016",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Female",770
"2015-2016",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Male",672
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Female",30656
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Male",32554
"2015-2016",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Female",379
"2015-2016",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Male",460
"2015-2016",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Female",287
"2015-2016",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Male",260
"2015-2016",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Female",130
"2015-2016",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Male",112
"2015-2016",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Female",1500
"2015-2016",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Male",1684
"2015-2016",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Female",865
"2015-2016",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Male",895
"2015-2016",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Female",1158
"2015-2016",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Male",1158
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ACHIEVE PUBLIC SCHOOLS",227825,"OPEN ENROLLMENT CHARTER","Female",254
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ACHIEVE PUBLIC SCHOOLS",227825,"OPEN ENROLLMENT CHARTER","Male",294
"2015-2016",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Female",244
"2015-2016",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Male",299
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Female",40869
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Male",42779
"2015-2016",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Female",81
"2015-2016",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Male",70
"2015-2016",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Female",198
"2015-2016",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Male",181
"2015-2016",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Female",174
"2015-2016",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Male",187
"2015-2016",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Female",76
"2015-2016",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Male",69
"2015-2016",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Female",395
"2015-2016",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Male",398
"2015-2016",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Female",3011
"2015-2016",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Male",3231
"2015-2016",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Female",136
"2015-2016",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Male",201
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Female",452
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Male",506
"2015-2016",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Female",77
"2015-2016",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Male",88
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Female",1053
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Male",1160
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Female",475
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Male",516
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Female",462
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Male",478
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Female",2409
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Male",2676
"2015-2016",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Female",165
"2015-2016",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Male",204
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"OPEN ENROLLMENT CHARTER","Female",661
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"OPEN ENROLLMENT CHARTER","Male",644
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Female",4910
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Male",5368
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Female",1835
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Male",1946
"2015-2016",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Female",256
"2015-2016",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Male",199
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Female",9422
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Male",9810
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Female",355
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Male",361
"2015-2016",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Female",1628
"2015-2016",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Male",1775
"2015-2016",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Female",66
"2015-2016",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Male",80
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Female",361
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Male",408
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Female",1064
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Male",1149
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Female",5338
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Male",5524
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Female",257
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Male",322
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Female",164
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Male",197
"2015-2016",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Female",42
"2015-2016",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Male",44
"2015-2016",04,"HARRIS COUNTY","BETA ACADEMY",101870,"OPEN ENROLLMENT CHARTER","Female",253
"2015-2016",04,"HARRIS COUNTY","BETA ACADEMY",101870,"OPEN ENROLLMENT CHARTER","Male",214
"2015-2016",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Female",237
"2015-2016",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Male",207
"2015-2016",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Female",243
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Female",325
"2015-2016",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Male",251
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Male",379
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Female",1974
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Male",2148
"2015-2016",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Female",107
"2015-2016",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Male",98
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Female",11835
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Male",12493
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Female",670
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Male",708
"2015-2016",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Female",67
"2015-2016",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Male",69
"2015-2016",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Female",472
"2015-2016",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Male",522
"2015-2016",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Female",293
"2015-2016",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Male",315
"2015-2016",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Female",96
"2015-2016",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Male",112
"2015-2016",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Female",152
"2015-2016",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Male",122
"2015-2016",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Female",409
"2015-2016",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Male",460
"2015-2016",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Female",459
"2015-2016",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Male",467
"2015-2016",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Female",334
"2015-2016",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Male",365
"2015-2016",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Female",63
"2015-2016",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Male",51
"2015-2016",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Female",171
"2015-2016",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Male",188
"2015-2016",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Female",277
"2015-2016",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Male",239
"2015-2016",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Female",3798
"2015-2016",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Male",4104
"2015-2016",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Female",256
"2015-2016",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Male",260
"2015-2016",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Female",545
"2015-2016",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Male",563
"2015-2016",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Female",889
"2015-2016",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Male",991
"2015-2016",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Female",198
"2015-2016",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Male",206
"2015-2016",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Female",124
"2015-2016",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Male",119
"2015-2016",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Female",1395
"2015-2016",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Male",1366
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Female",326
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Male",335
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Female",246
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Male",239
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Female",825
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Male",868
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Female",557
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Male",620
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Female",110
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Male",171
