 
System ID, System Name, AUT,  BL,  D,  DB,  EBD,  HH,  MID,  MoID, OHI,  OI,  PID,  SDD,  SI,  SID,  SLD,  TBI,  VI 
"666","Greene County","25","*","*","*","20","*","20","*","26","*","*","40","32","*","92","*","*"
"726","Griffin-Spalding County","70","*","*","*","59","*","88","39","158","*","*","162","137","*","388","*","*"
"667","Gwinnett County","2571","41","74","*","924","112","524","431","2701","83","58","2051","2856","160","9148","42","44"
"668","Habersham County","52","*","*","*","51","*","31","19","136","*","*","138","243","*","449","*","*"
"669","Hall County","256","*","*","*","92","13","131","63","455","20","*","457","382","*","1350","*","*"
"670","Hancock County","11","*","*","*","*","*","24","*","19","*","*","14","29","*","19","*","*"
"671","Haralson County","23","*","*","*","21","*","24","15","78","*","*","105","59","*","220","*","*"
"672","Harris County","51","*","*","*","14","*","11","16","131","*","*","45","90","*","146","*","*"
"673","Hart County","25","*","*","*","21","*","15","*","67","*","*","52","70","*","162","*","*"
"674","Heard County","17","*","*","*","16","*","*","*","31","*","*","37","56","*","116","*","*"
"675","Henry County","616","*","10","*","296","23","195","121","932","37","24","531","631","33","2112","11","19"
"676","Houston County","372","*","*","*","269","29","213","89","711","19","17","381","507","24","850","10","*"
"677","Irwin County","*","*","*","*","36","*","32","*","20","*","*","40","58","*","105","*","*"
"678","Jackson County","75","*","*","*","49","*","62","25","135","*","*","123","265","13","253","*","*"
"679","Jasper County","17","*","*","*","16","*","18","*","60","*","*","29","35","*","77","*","*"
"680","Jeff Davis County","20","*","*","*","21","*","23","*","46","*","*","57","105","*","99","*","*"
"779","Jefferson City","29","*","*","*","29","*","17","*","59","*","*","48","85","*","119","*","*"
"681","Jefferson County","26","*","*","*","*","*","25","16","45","*","*","58","47","*","120","*","*"
"682","Jenkins County","*","*","*","*","*","*","12","*","14","*","*","19","24","*","23","*","*"
"683","Johnson County","10","*","*","*","27","*","15","*","26","*","*","13","19","*","41","*","*"
"684","Jones County","61","*","*","*","36","*","32","21","96","*","*","46","98","*","306","*","*"
"685","Lamar County","33","*","*","*","25","*","33","*","31","*","*","28","23","*","116","*","*"
"686","Lanier County","20","*","*","*","*","*","31","*","22","*","*","44","45","*","35","*","*"
"687","Laurens County","37","*","*","*","60","*","37","14","166","*","*","68","98","*","99","*","*"
"688","Lee County","55","*","*","*","41","*","41","18","53","*","*","60","130","*","137","*","*"
"689","Liberty County","159","*","*","*","61","*","35","42","206","*","*","104","230","12","337","*","*"
"690","Lincoln County","*","*","*","*","*","*","*","*","28","*","*","17","25","*","32","*","*"
"691","Long County","31","*","*","*","29","*","16","12","68","*","*","47","66","*","171","*","*"
"692","Lowndes County","154","*","*","*","43","13","60","33","143","*","*","148","260","12","502","*","*"
"693","Lumpkin County","36","*","*","*","52","*","16","*","91","*","*","47","73","*","201","*","*"
"694","Macon County","*","*","*","*","*","*","24","*","12","*","*","23","42","*","36","*","*"
"695","Madison County","75","*","*","*","43","*","47","16","108","*","*","146","124","*","250","*","*"
"781","Marietta City","84","*","*","*","46","16","17","17","141","*","*","93","163","*","344","*","*"
"696","Marion County","11","*","*","*","*","*","*","*","22","*","*","12","30","*","42","*","*"
"697","McDuffie County","36","*","*","*","19","*","29","*","77","*","*","101","116","*","160","*","*"
"698","McIntosh County","*","*","*","*","20","*","14","*","39","*","*","*","37","*","58","*","*"
"699","Meriwether County","20","*","*","*","31","*","31","18","77","*","*","44","66","*","233","*","*"
"700","Miller County","12","*","*","*","*","*","*","*","*","*","*","16","*","*","52","*","*"
"701","Mitchell County","*","*","*","*","*","*","45","16","18","*","*","57","36","*","55","*","*"
"702","Monroe County","27","*","*","*","38","*","19","21","63","*","*","38","105","*","172","*","*"
"703","Montgomery County","*","*","*","*","*","*","*","*","20","*","*","12","33","*","28","*","*"
"704","Morgan County","22","*","*","*","44","*","*","*","63","*","*","64","33","*","113","*","*"
"705","Murray County","35","*","*","*","20","*","64","12","152","*","*","61","68","*","282","*","*"
"706","Muscogee County","450","*","*","*","166","30","188","83","1086","*","11","365","514","38","1318","*","*"
"707","Newton County","228","*","*","*","101","21","93","47","598","10","15","457","192","15","818","*","11"
"708","Oconee County","76","*","*","*","42","*","21","11","121","*","*","84","177","*","286","*","*"
"709","Oglethorpe County","18","*","*","*","17","*","20","*","40","*","*","44","43","*","77","*","*"
"710","Paulding County","315","*","*","*","195","18","108","65","572","14","*","454","475","20","1642","*","10"
"711","Peach County","47","*","*","*","29","*","67","20","32","*","*","44","88","*","161","*","*"
"784","Pelham City","*","*","*","*","11","*","23","*","19","*","*","25","36","*","56","*","*"
"712","Pickens County","48","*","*","*","81","*","26","16","86","*","*","42","86","*","242","*","*"
"713","Pierce County","17","*","*","*","15","*","24","14","70","*","*","42","70","*","140","*","*"
"714","Pike County","34","*","*","*","10","*","*","15","38","*","*","29","56","*","101","*","*"
"715","Polk County","51","*","*","*","54","*","72","24","119","*","*","121","179","*","457","*","*"
"716","Pulaski County","*","*","*","*","15","*","*","*","20","*","*","22","26","*","65","*","*"
"717","Putnam County","25","*","*","*","20","*","22","10","98","*","*","40","22","*","206","*","*"
"718","Quitman County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","15","*","*"
"719","Rabun County","*","*","*","*","12","*","24","10","48","*","*","34","28","*","113","*","*"
"720","Randolph County","*","*","*","*","*","*","13","*","15","*","*","26","18","*","37","*","*"
"721","Richmond County","211","*","*","*","146","20","227","97","593","11","*","620","414","23","937","*","*"
"722","Rockdale County","188","*","*","*","98","*","84","44","296","*","*","199","159","16","679","*","*"
"785","Rome City","36","*","*","*","50","*","45","16","79","*","*","135","94","*","205","*","*"
"625","Savannah-Chatham County","400","*","15","*","249","19","198","146","780","15","14","463","886","24","1088","*","10"
"723","Schley County","*","*","*","*","10","*","*","*","12","*","*","12","46","*","33","*","*"
"724","Screven County","11","*","*","*","26","*","36","14","54","*","*","48","68","*","147","*","*"
"725","Seminole County","14","*","*","*","*","*","13","10","*","*","*","15","*","*","36","*","*"
"786","Social Circle City","15","*","*","*","17","*","14","*","19","*","*","21","31","*","62","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","*","*","*","*","*","*","*","*","*","*","*","*","10","*","43","*","*"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*"
"7830611","State Charter Schools II- Cirrus Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830610","State Charter Schools II- Coweta Charter Academy","*","*","*","*","*","*","*","*","13","*","*","10","17","*","26","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","*","*","*","*","*","*","*","*","16","*","*","*","*","*","30","*","*"
"7830110","State Charter Schools II- Ivy Preparatory Academy at Gwinnett","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830210","State Charter Schools II- Pataula Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","15","*","20","*","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","14","*","*"
"7820212","State Charter Schools- Cherokee Charter Academy","14","*","*","*","*","*","*","*","18","*","*","12","18","*","20","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","*","*","*","*","*","*","*","*","12","*","*","*","10","*","28","*","*"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","*","*","*","*","34","*","*","*","24","*","*","*","*","*","62","*","*"
"7820412","State Charter Schools- Georgia Connections Academy","*","*","*","*","33","*","26","12","164","*","*","*","38","*","125","*","*"
"7820120","State Charter Schools- Georgia Cyber Academy","268","*","*","*","136","17","87","32","373","10","*","62","172","*","635","*","11"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","*","*","*","*","*","*","*","*","20","*","*","*","14","*","*","*","*"
"7820119","State Charter Schools- Graduation Achievement Center Charter High School","*","*","*","*","36","*","*","*","37","*","*","*","*","*","80","*","*"
"7820614","State Charter Schools- International Charter School of Atlanta","*","*","*","*","*","*","*","*","*","*","*","*","15","*","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7820108","State Charter Schools- Mountain Education Charter High School","*","*","*","*","40","*","12","*","67","*","*","*","*","*","159","*","*"
"7820110","State Charter Schools- Odyssey Charter School","*","*","*","*","*","*","*","*","*","*","*","*","16","*","22","*","*"
"7820615","State Charter Schools- Scintilla Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","21","*","14","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*"
"727","Stephens County","35","*","*","*","32","*","29","11","88","*","*","135","68","*","191","*","*"
"728","Stewart County","*","*","*","*","*","*","10","*","*","*","*","*","18","*","25","*","*"
"729","Sumter County","32","*","*","*","42","*","55","19","43","*","*","79","151","*","106","*","*"
"730","Talbot County","*","*","*","*","12","*","*","*","14","*","*","*","11","*","17","*","*"
"731","Taliaferro County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"732","Tattnall County","22","*","*","*","11","*","23","*","46","*","*","90","86","*","177","*","*"
"733","Taylor County","*","*","*","*","18","*","19","*","14","*","*","20","43","*","40","*","*"
"734","Telfair County","*","*","*","*","*","*","22","10","17","*","*","20","37","*","26","*","*"
"735","Terrell County","*","*","*","*","18","*","16","*","10","*","*","22","49","*","48","*","*"
"736","Thomas County","65","*","*","*","64","*","40","21","211","*","*","109","142","*","252","*","*"
"745","Thomaston-Upson County","29","*","*","*","28","*","30","20","65","*","*","103","57","*","170","*","*"
"789","Thomasville City","31","*","*","*","34","*","15","10","43","*","*","39","30","*","75","*","*"
"737","Tift County","37","*","*","*","54","*","57","30","57","*","*","165","120","*","289","*","*"
"738","Toombs County","25","*","*","*","23","*","32","12","41","*","*","75","90","*","90","*","*"
"739","Towns County","13","*","*","*","12","*","*","*","11","*","*","13","*","*","58","*","*"
"740","Treutlen County","17","*","*","*","14","*","*","*","20","*","*","31","24","*","26","*","*"
"791","Trion City","*","*","*","*","*","*","*","*","26","*","*","*","19","*","46","*","*"
"741","Troup County","65","*","*","*","54","*","56","18","198","*","*","126","299","*","216","*","*"
"742","Turner County","*","*","*","*","*","*","25","*","*","*","*","34","47","*","50","*","*"
"743","Twiggs County","*","*","*","*","15","*","15","*","30","*","*","*","18","*","33","*","*"
"744","Union County","23","*","*","*","32","*","14","*","85","*","*","50","56","*","131","*","*"
"792","Valdosta City","84","*","*","*","46","*","43","49","86","*","*","182","138","13","302","*","*"
"793","Vidalia City","17","*","*","*","21","*","28","*","37","*","*","41","51","*","106","*","*"
"746","Walker County","143","*","*","*","77","*","84","30","333","10","*","158","139","*","508","*","*"
"747","Walton County","115","*","*","*","81","*","65","39","220","*","*","165","218","*","425","*","*"
"748","Ware County","78","*","*","*","52","*","47","28","170","*","*","144","140","*","304","*","*"
"749","Warren County","*","*","*","*","*","*","*","*","*","*","*","27","10","*","19","*","*"
"750","Washington County","15","*","*","*","14","*","43","11","49","*","*","62","56","*","92","*","*"
"751","Wayne County","49","*","*","*","39","*","50","16","118","*","*","115","167","*","174","*","*"
"752","Webster County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*"
"753","Wheeler County","*","*","*","*","24","*","12","*","14","*","*","*","32","*","42","*","*"
"754","White County","38","*","*","*","24","*","30","10","66","*","*","56","84","*","189","*","*"
"755","Whitfield County","146","*","*","*","27","13","63","20","377","14","*","121","174","*","679","*","*"
"756","Wilcox County","*","*","*","*","*","*","19","10","14","*","*","12","19","*","43","*","*"
"757","Wilkes County","11","*","*","*","*","*","18","*","22","*","*","45","48","*","39","*","*"
"758","Wilkinson County","*","*","*","*","15","*","19","*","15","*","*","*","12","*","54","*","*"
"759","Worth County","17","*","*","*","29","*","27","14","42","*","*","49","51","*","50","*","*"
"7991895","","*","*","65","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7991894","","10","*","*","*","*","*","10","12","*","*","*","*","*","*","*","*","40"
"7991893","","*","*","141","*","*","*","16","*","*","*","*","*","*","*","*","*","*"
